;AMD Zen 3
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			0.33	PREFETCH_NOP
VMAXSD	XMM, XMM, M64	1	1	1*FP23	1	0.50	AVX
VMAXSS	XMM, XMM, M32	1	1	1*FP23	1	0.50	AVX
VMINPD	XMM, XMM, M128	1	1	1*FP23	1	0.50	AVX
VMINPD	YMM, YMM, M256	1	1	1*FP23	1	0.50	AVX
VMINPS	XMM, XMM, M128	1	1	1*FP23	1	0.50	AVX
VMINPS	YMM, YMM, M256	1	1	1*FP23	1	0.50	AVX
VMINSD	XMM, XMM, M64	1	1	1*FP23	1	0.50	AVX
VMINSS	XMM, XMM, M32	1	1	1*FP23	1	0.50	AVX
VMOVAPD	M128, XMM	1	1	1*FP45	8	1.00	AVX
VMOVAPD	XMM, M128	1	1			0.50	AVX
VMOVAPD	XMM, XMM	1	1		0	0.25	AVX
VMOVAPS	M128, XMM	1	1	1*FP45	8	1.00	AVX
VMOVAPS	XMM, M128	1	1			0.50	AVX
VMOVAPS	XMM, XMM	1	1		0	0.25	AVX
VMOVD	M32, XMM	1	1	1*FP45	8	1.00	AVX
VMOVD	XMM, M32	1	1			0.50	AVX
VMOVDDUP	XMM, M64	1	1			0.50	AVX
VMOVDDUP	YMM, M256	1	1			0.50	AVX
VMOVDQA	M128, XMM	1	1	1*FP45	8	1.00	AVX
VMOVDQA	XMM, M128	1	1			0.50	AVX
VMOVDQA	XMM, XMM	1	1		0	0.25	AVX
VMOVDQU	M128, XMM	1	1	1*FP45	8	1.00	AVX
VMOVDQU	XMM, M128	1	1			0.50	AVX
VMOVDQU	XMM, XMM	1	1		0	0.25	AVX
VMOVHLPS	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VMOVHPD	XMM, XMM, M64	1	1	1*FP12	1	0.50	AVX
VMOVHPS	XMM, XMM, M64	1	1	1*FP12	1	0.50	AVX
VMOVLPD	M64, XMM	1	1	1*FP45	8	1.00	AVX
VMOVLPS	M64, XMM	1	1	1*FP45	8	1.00	AVX
VMOVMSKPD	R32, XMM	1	1	1*FP45	5	1.00	AVX
VMOVMSKPS	R32, XMM	1	1	1*FP45	5	1.00	AVX
VMOVNTDQ	M128, XMM	1	1	1*FP45	800	1.00	AVX
VMOVNTDQA	XMM, M128	1	1			0.50	AVX
VMOVNTPD	M256, YMM	1	1	1*FP45	808	1.00	AVX
VMOVNTPS	M256, YMM	1	1	1*FP45	803	1.00	AVX
VMOVQ	R64, XMM	1	1	1*FP45	5	1.00	AVX
VMOVQ	XMM, R64	1	1		5	1.00	AVX
VMOVQ	XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VMOVSD	XMM, M64	1	1			0.50	AVX
VMOVSD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VMOVSHDUP	XMM, XMM	1	1	1*FP12	1	0.50	AVX
VMOVSHDUP	YMM, YMM	1	1	1*FP12	1	0.50	AVX
VMOVSLDUP	XMM, XMM	1	1	1*FP12	1	0.50	AVX
VMOVSLDUP	YMM, YMM	1	1	1*FP12	1	0.50	AVX
VMOVSS	XMM, M32	1	1			0.50	AVX
VMOVSS	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VMOVUPD	M256, YMM	1	1	1*FP45	9	1.00	AVX
VMOVUPD	YMM, M256	1	1			0.50	AVX
VMOVUPD	YMM, YMM	1	1		0	0.25	AVX
VMOVUPS	M256, YMM	1	1	1*FP45	9	1.00	AVX
VMOVUPS	YMM, M256	1	1			0.50	AVX
VMOVUPS	YMM, YMM	1	1		0	0.25	AVX
VMPSADBW	XMM, XMM, XMM, I8	4	4	1*FP03+1*FP1+1*FP12+1*FP23	4	2.00	AVX
VMULPD	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VMULPD	YMM, YMM, YMM	1	1	1*FP01	3	0.50	AVX
VMULPS	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VMULPS	YMM, YMM, YMM	1	1	1*FP01	3	0.50	AVX
VMULSD	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VMULSS	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VORPD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VORPD	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX
VORPS	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VORPS	YMM, YMM, YMM	1	1	1*FP0123	1	0.25	AVX
VPABSB	XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPABSD	XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPABSW	XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPACKSSDW	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPACKSSWB	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPACKUSDW	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPACKUSWB	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPADDB	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPADDD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPADDQ	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPADDSB	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPADDSW	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPADDUSB	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPADDUSW	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPADDW	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPALIGNR	XMM, XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPAND	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPANDN	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPAVGB	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPAVGW	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPBLENDVB	XMM, XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPBLENDW	XMM, XMM, XMM, I8	1	1	1*FP0123	1	0.37	AVX
VPCLMULQDQ	XMM, XMM, XMM, I8	4	4	1*FP0123+1*FP1+1*FP12	4	2.00	AVX
VPCMPEQB	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPEQD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPEQQ	XMM, XMM, XMM	1	1	1*FP01	1	0.50	AVX
VPCMPEQW	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPESTRI	XMM, XMM, I8	8	8	1*FP0123+1*FP1+1*FP3+2*FP45	13	3.00	AVX
VPCMPESTRI64	XMM, XMM, I8	8	8	1*FP0123+1*FP1+1*FP3+2*FP45	14	3.00	AVX
VPCMPESTRM	XMM, XMM, I8	7	7	3*FP0123+1*FP1+1*FP45	13	3.00	AVX
VPCMPESTRM64	XMM, XMM, I8	7	7	3*FP0123+1*FP1+1*FP45	13	3.00	AVX
VPCMPGTB	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPGTD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPGTQ	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPCMPGTW	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPCMPISTRI	XMM, XMM, I8	4	4	1*FP01+2*FP45	10	2.00	AVX
VPCMPISTRM	XMM, XMM, I8	3	3	1*FP01+1*FP12+1*FP45	10	2.00	AVX
VPERM2F128	YMM, YMM, YMM, I8	1	1	1*FP01	3	1.00	AVX
VPERMILPD	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPERMILPD	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VPERMILPD	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX
VPERMILPD	YMM, YMM, YMM	1	1	1*FP01	3	0.50	AVX
VPERMILPS	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPERMILPS	XMM, XMM, XMM	1	1	1*FP01	3	0.50	AVX
VPERMILPS	YMM, YMM, I8	1	1	1*FP12	1	0.50	AVX
VPERMILPS	YMM, YMM, YMM	1	1	1*FP01	3	0.50	AVX
VPEXTRB	R32, XMM, I8	2	2	1*FP12+1*FP45	6	1.00	AVX
VPEXTRD	R32, XMM, I8	2	2	1*FP12+1*FP45	6	1.00	AVX
VPEXTRQ	R64, XMM, I8	2	2	1*FP12+1*FP45	6	1.00	AVX
VPEXTRW	R32, XMM, I8	2	2	1*FP12+1*FP45	6	1.00	AVX
VPHADDD	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPHADDSW	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPHADDW	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPHMINPOSUW	XMM, XMM	1	1	1*FP01	3	0.50	AVX
VPHSUBD	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPHSUBSW	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPHSUBW	XMM, XMM, XMM	4	4	1*FP0123+1*FP1+1*FP12	2	2.00	AVX
VPINSRB	XMM, XMM, R32, I8	2	2	1*FP1	6	1.00	AVX
VPINSRD	XMM, XMM, R32, I8	2	2	1*FP1	6	1.00	AVX
VPINSRQ	XMM, XMM, R64, I8	2	2	1*FP1	6	1.00	AVX
VPINSRW	XMM, XMM, R32, I8	2	2	1*FP1	6	1.00	AVX
VPMADDUBSW	XMM, XMM, XMM	1	1	1*FP03	3	0.50	AVX
VPMADDWD	XMM, XMM, XMM	1	1	1*FP03	3	0.50	AVX
VPMAXSB	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMAXSD	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMAXSW	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPMAXUB	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPMAXUD	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMAXUW	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMINSB	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMINSD	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMINSW	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPMINUB	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
VPMINUD	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMINUW	XMM, XMM, XMM	1	1	1*FP0123	1	0.31	AVX
VPMOVSXBD	XMM, M32	1	1	1*FP12		0.50	AVX
VPMOVSXBQ	XMM, M16	1	1	1*FP12		0.50	AVX
VPMOVSXBW	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVSXDQ	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVSXWD	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVSXWQ	XMM, M32	1	1	1*FP12		0.50	AVX
VPMOVZXBD	XMM, M32	1	1	1*FP12		0.50	AVX
VPMOVZXBQ	XMM, M16	1	1	1*FP12		0.50	AVX
VPMOVZXBW	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVZXDQ	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVZXWD	XMM, M64	1	1	1*FP12		0.50	AVX
VPMOVZXWQ	XMM, M32	1	1	1*FP12		0.50	AVX
VPMULDQ	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULHRSW	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULHUW	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULHW	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULLD	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULLW	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPMULUDQ	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPOR	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VPSADBW	XMM, XMM, M128	1	1	1*FP03	3	0.50	AVX
VPSHUFB	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPSHUFD	XMM, M128, I8	1	1	1*FP12		0.50	AVX
VPSHUFHW	XMM, M128, I8	1	1	1*FP12		0.50	AVX
VPSHUFLW	XMM, M128, I8	1	1	1*FP12		0.50	AVX
VPSIGNB	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSIGND	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSIGNW	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSLLD	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPSLLD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPSLLQ	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPSLLQ	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPSLLW	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPSRAD	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPSRAD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPSRAW	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPSRLD	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPSRLD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPSRLQ	XMM, XMM, I8	1	1	1*FP12	1	0.50	AVX
VPSRLQ	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VPSRLW	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPSUBB	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VPSUBD	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VPSUBQ	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VPSUBSB	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSUBSW	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSUBUSB	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSUBUSW	XMM, XMM, M128	1	1	1*FP01	1	0.50	AVX
VPSUBW	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VPTEST	XMM, M128	2	2	1*FP12+1*FP45	6	1.00	AVX
VPTEST	YMM, M256	2	2	1*FP12+1*FP45	8	1.00	AVX
VPUNPCKHBW	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKHDQ	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKHQDQ	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKHWD	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKLBW	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKLDQ	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKLQDQ	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPUNPCKLWD	XMM, XMM, M128	1	1	1*FP12	1	0.50	AVX
VPXOR	XMM, XMM, M128	1	1	1*FP0123	1	0.50	AVX
VRCPPS	XMM, M128	1	1	1*FP01		0.50	AVX
VRCPPS	YMM, M256	1	1	1*FP01		0.50	AVX
VRCPSS	XMM, XMM, M32	1	1	1*FP01	0	0.50	AVX
VROUNDPD	XMM, M128, I8	1	1	1*FP23		0.50	AVX
VROUNDPD	YMM, M256, I8	1	1	1*FP23		0.50	AVX
VROUNDPS	XMM, M128, I8	1	1	1*FP23		0.50	AVX
VROUNDPS	YMM, M256, I8	1	1	1*FP23		0.50	AVX
VROUNDSD	XMM, XMM, M64, I8	1	1	1*FP23	0	0.50	AVX
VROUNDSS	XMM, XMM, M32, I8	1	1	1*FP23	0	0.50	AVX
VRSQRTPS	XMM, M128	1	1	1*FP01		0.50	AVX
VRSQRTPS	YMM, M256	1	1	1*FP01		0.50	AVX
VRSQRTSS	XMM, XMM, M32	1	1	1*FP01	3	0.50	AVX
VSHUFPD	XMM, XMM, M128, I8	1	1	1*FP12	1	0.50	AVX
VSHUFPD	YMM, YMM, M256, I8	1	1	1*FP12	1	0.50	AVX
VSHUFPS	XMM, XMM, M128, I8	1	1	1*FP12	1	0.50	AVX
VSHUFPS	YMM, YMM, M256, I8	1	1	1*FP12	1	0.50	AVX
VSQRTPD	XMM, M128	1	1	1*FP01		8.50	AVX
VSQRTPD	YMM, M256	1	1	1*FP01		8.50	AVX
VSQRTPS	XMM, M128	1	1	1*FP01		5.00	AVX
VSQRTPS	YMM, M256	1	1	1*FP01		5.00	AVX
VSQRTSD	XMM, XMM, M64	1	1	1*FP01	20	8.50	AVX
VSQRTSS	XMM, XMM, M32	1	1	1*FP01	14	5.00	AVX
VSTMXCSR	M32	2	2	1*FP01+1*FP45		15.10	AVX
VSUBPD	XMM, XMM, XMM	1	1	1*FP23	3	0.50	AVX
VSUBPD	YMM, YMM, YMM	1	1	1*FP23	3	0.50	AVX
VSUBPS	XMM, XMM, XMM	1	1	1*FP23	3	0.50	AVX
VSUBPS	YMM, YMM, YMM	1	1	1*FP23	3	0.50	AVX
VSUBSD	XMM, XMM, XMM	1	1	1*FP23	3	0.50	AVX
VSUBSS	XMM, XMM, XMM	1	1	1*FP23	3	0.50	AVX
VTESTPD	XMM, XMM	2	2	1*FP12+1*FP45	6	1.00	AVX
VTESTPD	YMM, YMM	2	2	1*FP12+1*FP45	8	1.00	AVX
VTESTPS	XMM, XMM	2	2	1*FP12+1*FP45	6	1.00	AVX
VTESTPS	YMM, YMM	2	2	1*FP12+1*FP45	8	1.00	AVX
VUCOMISD	XMM, XMM	2	2	1*FP23+1*FP45	7	1.00	AVX
VUCOMISS	XMM, XMM	2	2	1*FP23+1*FP45	7	1.00	AVX
VUNPCKHPD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VUNPCKHPD	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX
VUNPCKHPS	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VUNPCKHPS	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX
VUNPCKLPD	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VUNPCKLPD	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX
VUNPCKLPS	XMM, XMM, XMM	1	1	1*FP12	1	0.50	AVX
VUNPCKLPS	YMM, YMM, YMM	1	1	1*FP12	1	0.50	AVX
VXORPD	XMM, XMM, XMM	1	1	1*FP0123	1	0.25	AVX
