;Intel Airmont (Atom)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			1.00	PREFETCH_NOP
CMOVNL	R16, R16	1	1		2	1.00	CMOV
CMOVNL	R32, R32	1	1		2	1.00	CMOV
CMOVNL	R64, R64	1	1		2	1.00	CMOV
CMOVNLE	R16, R16	1	1		2	1.00	CMOV
CMOVNLE	R32, R32	1	1		2	1.00	CMOV
CMOVNLE	R64, R64	1	1		2	1.00	CMOV
CMOVNO	R16, R16	1	1		2	1.00	CMOV
CMOVNO	R32, R32	1	1		2	1.00	CMOV
CMOVNO	R64, R64	1	1		2	1.00	CMOV
CMOVNP	R16, R16	1	1		2	1.00	CMOV
CMOVNP	R32, R32	1	1		2	1.00	CMOV
CMOVNP	R64, R64	1	1		2	1.00	CMOV
CMOVNS	R16, R16	1	1		2	1.00	CMOV
CMOVNS	R32, R32	1	1		2	1.00	CMOV
CMOVNS	R64, R64	1	1		2	1.00	CMOV
CMOVNZ	R16, R16	1	1		2	1.00	CMOV
CMOVNZ	R32, R32	1	1		2	1.00	CMOV
CMOVNZ	R64, R64	1	1		2	1.00	CMOV
CMOVO	R16, R16	1	1		2	1.00	CMOV
CMOVO	R32, R32	1	1		2	1.00	CMOV
CMOVO	R64, R64	1	1		2	1.00	CMOV
CMOVP	R16, R16	1	1		2	1.00	CMOV
CMOVP	R32, R32	1	1		2	1.00	CMOV
CMOVP	R64, R64	1	1		2	1.00	CMOV
CMOVS	R16, R16	1	1		2	1.00	CMOV
CMOVS	R32, R32	1	1		2	1.00	CMOV
CMOVS	R64, R64	1	1		2	1.00	CMOV
CMOVZ	R16, R16	1	1		2	1.00	CMOV
CMOVZ	R32, R32	1	1		2	1.00	CMOV
CMOVZ	R64, R64	1	1		2	1.00	CMOV
CMP	AL, I8	1	1		1	0.50	I86
CMP	EAX, I32	1	1		1	0.50	I86
CMP	M16, I16	1	1			1.00	I86
CMP	M16, R16	1	1		1	1.00	I86
CMP	M32, I32	1	1			1.00	I86
CMP	M32, R32	1	1		1	1.00	I86
CMP	M64, I32	1	1			1.00	I86
CMP	M64, R64	1	1		1	1.00	I86
CMP	M8, I8	1	1			1.00	I86
CMP	M8, R8l	1	1		1	1.00	I86
CMP	R16, I16	1	1		1	0.50	I86
CMP	R16, M16	1	1		1	1.00	I86
CMP	R32, I32	1	1		1	0.50	I86
CMP	R32, M32	1	1		1	1.00	I86
CMP	R64, I32	1	1		1	0.50	I86
CMP	R64, M64	1	1		1	1.00	I86
CMP	R8h, I8	1	1		2	1.00	I86
CMP	R8l, M8	1	1		1	1.00	I86
CMPSB		6	6		6	6.00	I86
REPNE_CMPSB		5	5			21.00	I86
REPE_CMPSD		5	5			21.00	I386
CMPSW		6	6		6	6.00	I86
REPNE_CMPSW		5	5			21.00	I86
CMPXCHG	M32, R32	8	8		8	10.00	I486REAL
CMPXCHG	M8, R8h	8	8		11	10.00	I486REAL
CMPXCHG	R16, R16	5	5		6	6.00	I486REAL
CMPXCHG	R64, R64	5	5		6	6.00	I486REAL
CMPXCHG	R8h, R8l	11	11		9	11.00	I486REAL
CMPXCHG	R8l, R8l	11	11		8	11.00	I486REAL
CMPXCHG8B	M64	11	11		16	13.50	lock PENTIUMREAL
CMPXCHG	M32, R32	6	6		12	11.71	lock I486REAL
CMPXCHG	M8, R8h	6	6		15	12.00	lock I486REAL
CMP	R8h, R8h	1	1		2	0.50	I86
CMP	R8l, R8h	1	1		2	1.00	I86
CMP	R16, R16	1	1		1	0.50	I86
CMP	R64, R64	1	1		1	0.50	I86
CMP	R8h, R8l	1	1		2	1.00	I86
CMP	R8l, R8l	1	1		1	0.50	I86
CMP	R32, R32	1	1		1	0.50	I86
CMP	R8l, 0	1	1		1	0.50	I86
CPUID		32	32			53.00	I486REAL
CWDE		1	1		1	1.00	I386
DEC	M32	1	1			1.00	I86
DEC	M8	1	1			1.00	I86
DEC	R32	1	1		2	1.00	I86
DEC	R8h	1	1		3	1.00	I86
DEC	M16	1	1			11.47	lock I86
DEC	M64	1	1			10.75	lock I86
DIV	M16	12	12			19.00	I86
DIV	M64	23	23			24.00	I86
DIV	R16	12	12			19.00	I86
DIV	R64	23	23			25.00	I86
DIV	R8l	9	9		24	19.00	I86
ENTER	I16, I8	31	31			70.25	I186
IDIV	M16	29	29			29.00	I86
IDIV	M64	44	44			47.00	I86
IDIV	R16	29	29			30.00	I86
IDIV	R64	44	44			48.00	I86
IDIV	R8l	26	26		34	24.33	I86
IMUL	M32	4	4		4	6.00	I86
IMUL	M8	3	3		4	5.00	I86
IMUL	R16, M16	3	3		4	5.00	I86
IMUL	R16, M16, I16	3	3		3	5.00	I186
IMUL	R16, R16	2	2		4	4.00	I86
IMUL	R16, R16, I16	2	2		4	4.00	I186
IMUL	R32	3	3		4	5.00	I86
IMUL	R32, M32, 0	1	1			1.00	I186
IMUL	R32, M32, I8	1	1			1.00	I186
IMUL	R32, R32, 0	1	1		3	1.00	I186
IMUL	R32, R32, I8	1	1		3	1.00	I186
IMUL	R64, M64	1	1		5	2.00	I86
IMUL	R64, M64, I32	1	1			2.00	I186
IMUL	R64, R64	1	1		5	2.00	I86
IMUL	R64, R64, I32	1	1		5	2.00	I186
IMUL	R8h	3	3		5	5.00	I86
IN	AL, 0	46	46			6552.00	I86
IN	AL, I8	46	46			2838.50	I86
IN	AX, DX	46	46			2869.98	I86
IN	EAX, 0	46	46			11167.30	I86
IN	EAX, I8	46	46			2838.50	I86
INC	M32	1	1			1.00	I86
INC	M8	1	1			1.00	I86
INC	R32	1	1		2	1.00	I86
INC	R8h	1	1		3	1.00	I86
INC	M16	1	1			11.48	lock I86
INC	M64	1	1			10.75	lock I86
INSB		48	48			3008.85	I186
REP_INSB		40	40			79.00	I186
REP_INSD		40	40			79.00	I386
INSW		48	48			2892.38	I186
REP_INSW		40	40			79.00	I186
JB	Rel32	1	1			3.00	I86
JBE	Rel32	1	1			3.00	I86
JL	Rel32	1	1			3.00	I86
JLE	Rel32	1	1			3.00	I86
JMP	M64	1	1			0.28	I86
JMP	Rel32	1	1			9.73	I86
JNB	Rel8	1	1			3.00	I86
JNBE	Rel8	1	1			3.00	I86
JNL	Rel8	1	1			3.00	I86
JNLE	Rel8	1	1			3.00	I86
JNO	Rel8	1	1			3.00	I86
JNP	Rel8	1	1			3.00	I86
JNS	Rel8	1	1			3.00	I86
JNZ	Rel8	1	1			3.00	I86
JO	Rel8	1	1			3.00	I86
JP	Rel8	1	1			3.00	I86
JS	Rel32	1	1			3.00	I86
JZ	Rel32	1	1			3.00	I86
LAHF		1	1		2	1.00	LAHF
LAR	R16, R16	21	21		52	58.25	I286PROTECTED
LAR	R32, R32	21	21		51	58.00	I286PROTECTED
LAR	R64, R64	21	21		51	58.00	I286PROTECTED
LEAVE		4	4		4	8.00	I186
LEA	R32	1	1			0.50	I86
LEA	R16	2	2		3	4.00	I86
LEA	R64	1	1			0.50	I86
LEA	R64	1	1			1.00	I86
LEA	R32	1	1			1.00	I86
LEA	R16	2	2		2	4.00	I86
LLDT	M16	14	14			54.04	I286PROTECTED
LMSW	M16	21	21			54.00	I286REAL
LODSB		3	3			5.00	I86
REP_LODSB		3	3			20.00	I86
REP_LODSD		3	3			20.00	I386
LODSW		3	3			5.00	I86
REP_LODSW		3	3			20.00	I86
LOOPE	Rel8	8	8		16	22.13	I86
LSL	R16, M16	20	20		114	37.00	I286PROTECTED
LSL	R32, M16	20	20		58	37.00	I286PROTECTED
LSL	R64, M16	20	20		58	37.00	I286PROTECTED
MOV	AX, Moffs16	1	1		7	1.00	I86
MOV	M16, I16	1	1			1.00	I86
MOV	M16, SEG	3	3			5.00	I86
MOV	M32, R32	1	1		7	1.00	I86
MOV	M64, R64	1	1		7	1.00	I86
MOV	M8, I8	1	1			1.00	I86
MOV	M8, R8l	1	1		4	1.00	I86
MOV	Moffs32, EAX	1	1		7	1.00	I86
MOV	Moffs8, AL	1	1		4	1.00	I86
MOV	R16, M16	1	1		1	1.00	I86
MOV	R32, I32	1	1			0.50	I86
MOV	R32, SEG	1	1			1.00	I86
MOV	R64, I64	1	1			0.98	I86
MOV	R64, SEG	1	1			1.00	I86
MOV	R8h, I8	1	1		1	1.00	I86
MOV	R8l, 0	1	1		1	0.50	I86
MOV	R8l, M8	1	1		1	1.00	I86
MOVSB		5	5			6.00	I86
REP_MOVSB		5	5			21.00	I86
REP_MOVSD		5	5			21.00	I386
MOVSW		5	5			6.00	I86
REP_MOVSW		5	5			21.00	I86
MOVSX	R16, R8h	2	2		3	4.00	I386
MOVSX	R32, M16	1	1			1.00	I386
MOVSX	R32, R16	1	1		1	1.00	I386
MOVSX	R32, R8l	1	1		1	1.00	I386
MOVSX	R64, M8	1	1			1.00	I386
MOVSX	R64, R8l	1	1		1	1.00	I386
MOVZX	R16, R8h	2	2		3	4.00	I386
MOVZX	R32, M16	1	1			1.00	I386
MOVZX	R32, R16	1	1		1	1.00	I386
MOVZX	R32, R8l	1	1		1	1.00	I386
MOVZX	R64, M8	1	1			1.00	I386
MOVZX	R64, R8l	1	1		1	1.00	I386
MOV	R8h, R8l	1	1		1	1.00	I86
MOV	R8l, R8l	1	1		1	0.50	I86
MOV	R32, R32	1	1		1	0.50	I86
MOV	R8h, R8h	1	1		1	0.50	I86
MOV	R8l, R8h	1	1		1	1.00	I86
MOV	R16, R16	1	1		1	0.50	I86
MOV	R64, R64	1	1		1	0.50	I86
MOV_CR	R64, CR	5	5			10.00	I86
MOV_DR	R64, DR	30	30		78	34.00	I86
MUL	M32	4	4		4	6.00	I86
MUL	M8	3	3		4	5.00	I86
MUL	R32	3	3		4	5.00	I86
MUL	R8h	3	3		5	5.00	I86
NEG	M16	1	1			1.00	I86
NEG	M64	1	1			1.00	I86
NEG	R16	1	1		1	0.50	I86
NEG	R64	1	1		1	0.50	I86
NEG	R8l	1	1		1	0.50	I86
NEG	M32	1	1			10.50	lock I86
NEG	M8	1	1			10.50	lock I86
NOP	M16	1	1			0.50	FAT_NOP
NOP	M64	1	1			0.50	FAT_NOP
NOP	R32	1	1			0.50	FAT_NOP
NOT	M16	1	1			1.00	I86
NOT	M64	1	1			1.00	I86
NOT	R16	1	1		1	0.50	I86
NOT	R64	1	1		1	0.50	I86
NOT	R8l	1	1		1	0.50	I86
NOT	M32	1	1			10.50	lock I86
NOT	M8	1	1			10.50	lock I86
OR	AL, I8	1	1		1	1.00	I86
OR	EAX, I32	1	1		1	1.00	I86
OR	M16, I16	1	1			1.00	I86
OR	M16, R16	1	1		3	1.00	I86
OR	M32, I32	1	1			1.00	I86
OR	M32, R32	1	1		4	1.00	I86
OR	M64, I32	1	1			1.00	I86
OR	M64, R64	1	1		4	1.00	I86
OR	M8, I8	1	1			1.00	I86
OR	M8, R8l	1	1		3	1.00	I86
OR	R16, I16	1	1		1	0.50	I86
OR	R16, M16	1	1		1	1.00	I86
OR	R32, I32	1	1		1	0.50	I86
OR	R32, M32	1	1		1	1.00	I86
OR	R64, I32	1	1		1	0.50	I86
OR	R64, M64	1	1		1	1.00	I86
OR	R8h, I8	1	1		2	1.00	I86
OR	R8l, M8	1	1		1	1.00	I86
OR	R8h, R8h	1	1		2	0.50	I86
OR	R8l, R8h	1	1		2	1.00	I86
OR	R16, R16	1	1		1	0.50	I86
OR	R64, R64	1	1		1	0.50	I86
OR	R8h, R8l	1	1		2	1.00	I86
OR	R8l, R8l	1	1		1	0.50	I86
OR	R32, R32	1	1		1	0.50	I86
OR	M16, 0	1	1			10.50	lock I86
OR	M16, I8	1	1			10.50	lock I86
OR	M32, 0	1	1			10.50	lock I86
OR	M32, I8	1	1			10.50	lock I86
OR	M64, 0	1	1			9.75	lock I86
OR	M64, I8	1	1			9.75	lock I86
OR	M8, 0	1	1			10.50	lock I86
OR	M8, R8h	1	1		12	10.50	lock I86
OR	R8l, 0	1	1		1	0.50	I86
OUT	0, AL	53	53			6580.80	I86
OUT	0, EAX	53	53			11541.72	I86
OUT	DX, AX	53	53			8424.10	I86
OUT	I8, AL	53	53			6552.05	I86
OUT	I8, EAX	53	53			12180.95	I86
REP_OUTSB		47	47			104.20	I186
OUTSD		56	56			12104.20	I386
REP_OUTSD		47	47			104.20	I386
REP_OUTSW		47	47			104.20	I186
POP	M16	6	6			6.00	I86
POP	R16	3	3		3	5.00	I86
POPF		30	30			60.00	I86
PUSH	FS	4	4			5.00	I86
PUSH	I32	1	1			1.00	I186
PUSH	M16	3	3			5.00	I86
PUSH	R16	1	1		4	1.00	I86
PUSHF		18	18		31	29.00	I86
PUSH	I16	1	1			1.00	I186
RCL	M16, 0	16	16			14.00	I186
RCL	M16, CL	16	16		14	14.00	I86
RCL	M32, 0	16	16			14.00	I186
RCL	M32, CL	16	16		14	14.00	I86
RCL	M64, 0	16	16			14.00	I186
RCL	M64, CL	16	16		14	14.00	I86
RCL	M8, 0	16	16			14.00	I186
RCL	M8, CL	16	16		14	14.00	I86
RCL	R16, 0	13	13		8	12.00	I186
RCL	R16, CL	13	13		12	12.00	I86
RCL	R32, 0	13	13		8	12.00	I186
RCL	R32, CL	13	13		12	12.00	I86
RCL	R64, 0	13	13		8	12.00	I186
RCL	R64, CL	13	13		12	12.00	I86
RCL	R8h, 0	13	13		9	12.00	I186
RCL	R8h, CL	13	13		12	12.00	I86
RCL	R8l, CL	13	13		12	12.00	I86
RCL	R8l, 1	1	1		2	2.00	I86
RCL	R8l, 0	13	13		8	12.00	I186
RCL	R8l, I8	13	13		10	12.00	I186
RCR	M16, 1	10	10		11	10.00	I86
RCR	M16, I8	14	14		12	12.00	I186
RCR	M32, 1	10	10		12	10.00	I86
RCR	M32, I8	14	14		12	12.00	I186
RCR	M64, 1	10	10		12	10.00	I86
RCR	M64, I8	14	14		12	12.00	I186
RCR	M8, 1	10	10		12	10.00	I86
RCR	M8, I8	14	14		12	12.00	I186
RCR	R16, 1	7	7		7	9.00	I86
RCR	R16, I8	11	11		7	12.00	I186
RCR	R32, 1	7	7		7	9.00	I86
RCR	R32, I8	11	11		7	12.00	I186
RCR	R64, 1	7	7		7	9.00	I86
RCR	R64, I8	11	11		7	12.00	I186
RCR	R8h, 1	7	7		8	9.00	I86
RCR	R8h, I8	11	11		9	12.00	I186
RCR	R8l, 0	11	11		7	12.00	I186
RCR	R8l, I8	11	11		7	12.00	I186
RCR	R8l, 1	7	7		8	9.00	I86
RDMSR		57	57			69.00	PENTIUMREAL
RDTSC		11	11			34.00	PENTIUMREAL
RET	I16	1	1			15.65	I86
ROL	M16, 1	1	1			1.00	I86
ROL	M16, I8	1	1			1.00	I186
ROL	M32, 1	1	1			1.00	I86
ROL	M32, I8	1	1			1.00	I186
ROL	M64, 1	1	1			1.00	I86
ROL	M64, I8	1	1			1.00	I186
ROL	M8, 1	1	1			1.00	I86
ROL	M8, I8	1	1			1.00	I186
ROL	R16, 1	1	1		2	1.00	I86
ROL	R16, I8	1	1		2	1.00	I186
ROL	R32, 1	1	1		2	1.00	I86
ROL	R32, I8	1	1		2	1.00	I186
ROL	R64, 1	1	1		2	1.00	I86
ROL	R64, I8	1	1		2	1.00	I186
ROL	R8h, 1	1	1		3	1.00	I86
ROL	R8h, I8	1	1		3	1.00	I186
ROL	R8l, 0	1	1		1	1.00	I186
ROL	R8l, I8	1	1		2	1.00	I186
ROL	R8l, 1	1	1		2	1.00	I86
ROR	M16, 0	1	1			1.00	I186
ROR	M16, CL	1	1		6	1.00	I86
ROR	M32, 0	1	1			1.00	I186
ROR	M32, CL	1	1		6	1.00	I86
ROR	M64, 0	1	1			1.00	I186
ROR	M64, CL	1	1		6	1.00	I86
ROR	M8, 0	1	1			1.00	I186
ROR	M8, CL	1	1		6	1.00	I86
ROR	R16, 0	1	1		1	1.00	I186
ROR	R16, CL	1	1		3	1.00	I86
ROR	R32, 0	1	1		1	1.00	I186
ROR	R32, CL	1	1		3	1.00	I86
ROR	R64, 0	1	1		1	1.00	I186
ROR	R64, CL	1	1		3	1.00	I86
ROR	R8h, 0	1	1		1	1.00	I186
ROR	R8h, CL	1	1		3	1.00	I86
ROR	R8l, CL	1	1		3	1.00	I86
ROR	R8l, 1	1	1		2	1.00	I86
ROR	R8l, 0	1	1		1	1.00	I186
ROR	R8l, I8	1	1		2	1.00	I186
SAHF		1	1		2	1.00	LAHF
SAR	M16, 1	1	1			1.00	I86
SAR	M16, I8	1	1			1.00	I186
SAR	M32, 1	1	1			1.00	I86
SAR	M32, I8	1	1			1.00	I186
SAR	M64, 1	1	1			1.00	I86
SAR	M64, I8	1	1			1.00	I186
SAR	M8, 1	1	1			1.00	I86
SAR	M8, I8	1	1			1.00	I186
SAR	R16, 1	1	1		1	1.00	I86
SAR	R16, I8	1	1		1	1.00	I186
SAR	R32, 1	1	1		1	1.00	I86
SAR	R32, I8	1	1		1	1.00	I186
SAR	R64, 1	1	1		1	1.00	I86
SAR	R64, I8	1	1		1	1.00	I186
SAR	R8h, 1	1	1		2	1.00	I86
SAR	R8h, I8	1	1		2	1.00	I186
SAR	R8l, 0	1	1		1	1.00	I186
SAR	R8l, I8	1	1		1	1.00	I186
SAR	R8l, 1	1	1		1	1.00	I86
SBB	AL, 0	1	1		2	2.00	I86
SBB	AX, I16	1	1		2	2.00	I86
SBB	M16, 0	1	1		6	2.00	I86
SBB	M16, I8	1	1		6	2.00	I86
SBB	M32, 0	1	1		6	2.00	I86
SBB	M32, I8	1	1		6	2.00	I86
SBB	M64, 0	1	1		6	2.00	I86
SBB	M64, I8	1	1		6	2.00	I86
SBB	M8, 0	1	1		6	2.00	I86
SBB	M8, R8h	1	1		6	2.00	I86
SBB	R16, 0	1	1		2	2.00	I86
SBB	R16, I8	1	1		2	2.00	I86
SBB	R32, 0	1	1		2	2.00	I86
SBB	R32, I8	1	1		2	2.00	I86
SBB	R64, 0	1	1		2	2.00	I86
SBB	R64, I8	1	1		2	2.00	I86
SBB	R8h, 0	1	1		2	2.00	I86
SBB	R8h, M8	1	1		2	2.00	I86
SBB	RAX, I32	1	1		2	2.00	I86
SBB	R8h, R8l	1	1		2	2.00	I86
SBB	R8l, R8l	1	1		2	2.00	I86
SBB	R32, R32	1	1		2	2.00	I86
SBB	R8h, R8h	1	1		3	2.00	I86
SBB	R8l, R8h	1	1		3	2.00	I86
SBB	R16, R16	1	1		2	2.00	I86
SBB	R64, R64	1	1		2	2.00	I86
SBB	M16, I16	1	1		11	9.00	lock I86
SBB	M16, R16	1	1		19	9.00	lock I86
SBB	M32, I32	1	1		11	9.00	lock I86
SBB	M32, R32	1	1		16	9.00	lock I86
