;Intel Tremont (Atom)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			0.50	PREFETCH_NOP
ADC	M8, I8	1	1		18	15.25	lock I86
ADC	M8, R8l	1	1		19	15.25	lock I86
ADC	R8l, I8	1	1		2	1.00	I86
ADD	AL, I8	1	1		1	0.67	I86
ADD	EAX, I32	1	1		1	0.67	I86
ADD	M16, I16	1	1			0.50	I86
ADD	M16, R16	1	1		6	1.00	I86
ADD	M32, I32	1	1			0.50	I86
ADD	M32, R32	1	1		5	1.00	I86
ADD	M64, I32	1	1			1.00	I86
ADD	M64, R64	1	1		5	1.00	I86
ADD	M8, I8	1	1			1.00	I86
ADD	M8, R8l	1	1		6	1.00	I86
ADD	R16, I16	1	1		1	0.35	I86
ADD	R16, M16	1	1		1	0.50	I86
ADD	R32, I32	1	1		1	0.44	I86
ADD	R32, M32	1	1		1	0.50	I86
ADD	R64, I32	1	1		1	0.50	I86
ADD	R64, M64	1	1		1	0.50	I86
ADD	R8h, I8	1	1		3	1.00	I86
ADD	R8l, M8	1	1		1	0.50	I86
ADD	R8h, R8h	1	1		2	1.00	I86
ADD	R8l, R8h	1	1		3	1.00	I86
ADD	R16, R16	1	1		1	0.33	I86
ADD	R64, R64	1	1		1	0.33	I86
ADD	R8h, R8l	1	1		3	1.00	I86
ADD	R8l, R8l	1	1		1	0.33	I86
ADD	R32, R32	1	1		1	0.33	I86
ADD	M16, 0	1	1			15.25	lock I86
ADD	M16, I8	1	1			15.25	lock I86
ADD	M32, 0	1	1			15.25	lock I86
ADD	M32, I8	1	1			15.25	lock I86
ADD	M64, 0	1	1			15.25	lock I86
ADD	M64, I8	1	1			15.25	lock I86
ADD	M8, 0	1	1			15.25	lock I86
ADD	M8, R8h	1	1		18	15.25	lock I86
ADD	R8l, 0	1	1		1	0.33	I86
AND	AL, 0	1	1		1	0.67	I86
AND	AX, I16	1	1		1	0.67	I86
AND	M16, 0	1	1			0.50	I86
AND	M16, I8	1	1			1.00	I86
AND	M32, 0	1	1			1.00	I86
AND	M32, I8	1	1			1.00	I86
AND	M64, 0	1	1			1.00	I86
AND	M64, I8	1	1			1.00	I86
AND	M8, 0	1	1			1.00	I86
AND	M8, R8h	1	1		7	1.00	I86
AND	R16, 0	1	1		1	0.33	I86
AND	R16, I8	1	1		1	0.33	I86
AND	R32, 0	1	1		1	0.33	I86
AND	R32, I8	1	1		1	0.33	I86
AND	R64, 0	1	1		1	0.33	I86
AND	R64, I8	1	1		1	0.33	I86
AND	R8h, 0	1	1		3	1.00	I86
AND	R8h, M8	1	1		3	1.00	I86
AND	RAX, I32	1	1		1	0.67	I86
AND	R8h, R8l	1	1		3	1.00	I86
AND	R8l, R8l	1	1		1	0.33	I86
AND	R32, R32	1	1		1	0.33	I86
AND	R8h, R8h	1	1		2	1.00	I86
AND	R8l, R8h	1	1		3	1.00	I86
AND	R16, R16	1	1		1	0.33	I86
AND	R64, R64	1	1		1	0.33	I86
AND	M16, I16	1	1			15.25	lock I86
AND	M16, R16	1	1		17	15.25	lock I86
AND	M32, I32	1	1			15.25	lock I86
AND	M32, R32	1	1		17	15.25	lock I86
AND	M64, I32	1	1			15.25	lock I86
AND	M64, R64	1	1		16	15.25	lock I86
AND	M8, I8	1	1			15.25	lock I86
AND	M8, R8l	1	1		17	15.25	lock I86
AND	R8l, I8	1	1		1	0.33	I86
BSF	R16, R16	1	1		3	1.00	I386
BSF	R32, R32	1	1		3	1.00	I386
BSF	R64, R64	1	1		3	1.00	I386
BSR	R16, R16	1	1		3	1.00	I386
BSR	R32, R32	1	1		3	1.00	I386
BSR	R64, R64	1	1		3	1.00	I386
BSWAP	R64	1	1		1	1.00	I486REAL
BT	M16, I8	1	1			1.00	I386
BT	M32, 0	1	1			1.00	I386
BT	M32, R32	8	8		8	10.00	I386
BT	M64, I8	1	1			1.00	I386
BT	R16, 0	1	1		2	1.00	I386
BT	R16, R16	1	1		2	1.00	I386
BT	R32, I8	1	1		2	1.00	I386
BT	R64, 0	1	1		2	1.00	I386
BT	R64, R64	1	1		2	1.00	I386
BTC	M16, I8	1	1			1.00	I386
BTC	M32, 0	1	1			1.00	I386
BTC	M32, R32	11	11		36	13.00	I386
BTC	M64, I8	1	1			1.00	I386
BTC	R16, 0	1	1		2	1.00	I386
BTC	R16, R16	1	1		2	1.00	I386
BTC	R32, I8	1	1		2	1.00	I386
BTC	R64, 0	1	1		2	1.00	I386
BTC	R64, R64	1	1		2	1.00	I386
BTC	M16, I8	1	1			15.25	lock I386
BTC	M32, 0	1	1			15.25	lock I386
BTC	M32, R32	11	11		47	17.30	lock I386
BTC	M64, I8	1	1			15.25	lock I386
BTR	M16, 0	1	1			1.00	I386
BTR	M16, R16	11	11		37	13.00	I386
BTR	M32, I8	1	1			1.00	I386
BTR	M64, 0	1	1			1.00	I386
BTR	M64, R64	11	11		36	13.00	I386
BTR	R16, I8	1	1		2	1.00	I386
BTR	R32, 0	1	1		2	1.00	I386
BTR	R32, R32	1	1		2	1.00	I386
BTR	R64, I8	1	1		2	1.00	I386
BTR	M16, 0	1	1			15.25	lock I386
BTR	M16, R16	11	11		48	17.30	lock I386
BTR	M32, I8	1	1			15.25	lock I386
BTR	M64, 0	1	1			15.25	lock I386
BTR	M64, R64	11	11		47	17.30	lock I386
BTS	M16, I8	1	1			1.00	I386
BTS	M32, 0	1	1			1.00	I386
BTS	M32, R32	11	11		36	13.00	I386
BTS	M64, I8	1	1			1.00	I386
BTS	R16, 0	1	1		2	1.00	I386
BTS	R16, R16	1	1		2	1.00	I386
BTS	R32, I8	1	1		2	1.00	I386
BTS	R64, 0	1	1		2	1.00	I386
BTS	R64, R64	1	1		2	1.00	I386
BTS	M16, I8	1	1			15.25	lock I386
BTS	M32, 0	1	1			15.25	lock I386
BTS	M32, R32	11	11		47	17.30	lock I386
BTS	M64, I8	1	1			15.25	lock I386
CALL	R64	1	1			2.20	I86
CBW		1	1		1	1.00	I86
CLC		1	1			1.00	I86
CLI		1	1			1.00	I86
CMC		1	1		1	1.00	I86
CMOVB	R16, R16	1	1		2	1.00	CMOV
CMOVB	R32, R32	1	1		2	1.00	CMOV
CMOVB	R64, R64	1	1		2	1.00	CMOV
CMOVBE	R16, R16	1	1		2	1.00	CMOV
CMOVBE	R32, R32	1	1		2	1.00	CMOV
CMOVBE	R64, R64	1	1		2	1.00	CMOV
CMOVL	R16, R16	1	1		2	1.00	CMOV
CMOVL	R32, R32	1	1		2	1.00	CMOV
CMOVL	R64, R64	1	1		2	1.00	CMOV
CMOVLE	R16, R16	1	1		2	1.00	CMOV
CMOVLE	R32, R32	1	1		2	1.00	CMOV
CMOVLE	R64, R64	1	1		2	1.00	CMOV
CMOVNB	R16, R16	1	1		2	1.00	CMOV
CMOVNB	R32, R32	1	1		2	1.00	CMOV
CMOVNB	R64, R64	1	1		2	1.00	CMOV
CMOVNBE	R16, R16	1	1		2	1.00	CMOV
CMOVNBE	R32, R32	1	1		2	1.00	CMOV
CMOVNBE	R64, R64	1	1		2	1.00	CMOV
CMOVNL	R16, R16	1	1		2	1.00	CMOV
CMOVNL	R32, R32	1	1		2	1.00	CMOV
CMOVNL	R64, R64	1	1		2	1.00	CMOV
CMOVNLE	R16, R16	1	1		2	1.00	CMOV
CMOVNLE	R32, R32	1	1		2	1.00	CMOV
CMOVNLE	R64, R64	1	1		2	1.00	CMOV
CMOVNO	R16, R16	1	1		2	1.00	CMOV
CMOVNO	R32, R32	1	1		2	1.00	CMOV
CMOVNO	R64, R64	1	1		2	1.00	CMOV
CMOVNP	R16, R16	1	1		2	1.00	CMOV
CMOVNP	R32, R32	1	1		2	1.00	CMOV
CMOVNP	R64, R64	1	1		2	1.00	CMOV
CMOVNS	R16, R16	1	1		2	1.00	CMOV
CMOVNS	R32, R32	1	1		2	1.00	CMOV
CMOVNS	R64, R64	1	1		2	1.00	CMOV
CMOVNZ	R16, R16	1	1		2	1.00	CMOV
CMOVNZ	R32, R32	1	1		2	1.00	CMOV
CMOVNZ	R64, R64	1	1		2	1.00	CMOV
CMOVO	R16, R16	1	1		2	1.00	CMOV
CMOVO	R32, R32	1	1		2	1.00	CMOV
CMOVO	R64, R64	1	1		2	1.00	CMOV
CMOVP	R16, R16	1	1		2	1.00	CMOV
CMOVP	R32, R32	1	1		2	1.00	CMOV
CMOVP	R64, R64	1	1		2	1.00	CMOV
CMOVS	R16, R16	1	1		2	1.00	CMOV
CMOVS	R32, R32	1	1		2	1.00	CMOV
CMOVS	R64, R64	1	1		2	1.00	CMOV
CMOVZ	R16, R16	1	1		2	1.00	CMOV
CMOVZ	R32, R32	1	1		2	1.00	CMOV
CMOVZ	R64, R64	1	1		2	1.00	CMOV
CMP	AL, I8	1	1		1	0.33	I86
CMP	EAX, I32	1	1		1	0.33	I86
CMP	M16, I16	1	1			1.00	I86
CMP	M16, R16	1	1		1	1.00	I86
CMP	M32, I32	1	1			1.00	I86
CMP	M32, R32	1	1		1	1.00	I86
CMP	M64, I32	1	1			1.00	I86
CMP	M64, R64	1	1		1	1.00	I86
CMP	M8, I8	1	1			1.00	I86
CMP	M8, R8l	1	1		1	1.00	I86
CMP	R16, I16	1	1		1	0.38	I86
CMP	R16, M16	1	1		1	0.50	I86
CMP	R32, I32	1	1		1	0.50	I86
CMP	R32, M32	1	1		1	0.50	I86
CMP	R64, I32	1	1		1	0.50	I86
CMP	R64, M64	1	1		1	0.50	I86
CMP	R8h, I8	1	1		3	1.00	I86
CMP	R8l, M8	1	1		1	0.50	I86
CMPSB		6	6		5	5.00	I86
REPNE_CMPSB		4	4			20.00	I86
REPE_CMPSD		4	4			20.00	I386
CMPSW		6	6		5	5.00	I86
REPNE_CMPSW		4	4			20.00	I86
CMPXCHG	M32, R32	7	7		7	6.00	I486REAL
CMPXCHG	M8, R8h	8	8		8	6.00	I486REAL
CMPXCHG	R16, R16	5	5		5	5.00	I486REAL
CMPXCHG	R64, R64	5	5		5	5.00	I486REAL
CMPXCHG	R8h, R8l	5	5		6	6.00	I486REAL
CMPXCHG	R8l, R8l	5	5		5	5.00	I486REAL
CMPXCHG8B	M64	13	13		19	17.50	lock PENTIUMREAL
CMPXCHG	M32, R32	7	7		18	15.54	lock I486REAL
CMPXCHG	M8, R8h	8	8		20	16.04	lock I486REAL
CMP	R8h, R8h	1	1		2	1.00	I86
CMP	R8l, R8h	1	1		3	1.00	I86
CMP	R16, R16	1	1		1	0.33	I86
CMP	R64, R64	1	1		1	0.33	I86
CMP	R8h, R8l	1	1		3	1.00	I86
CMP	R8l, R8l	1	1		1	0.33	I86
CMP	R32, R32	1	1		1	0.33	I86
CMP	R8l, 0	1	1		1	0.33	I86
CPUID		114	114			129.50	I486REAL
CWDE		1	1		1	1.00	I386
DEC	M32	1	1			1.00	I86
DEC	M8	1	1			1.00	I86
DEC	R32	1	1		2	1.00	I86
DEC	R8h	1	1		3	1.00	I86
DEC	M16	1	1			15.25	lock I86
DEC	M64	1	1			15.25	lock I86
DIV	M16	6	6			11.00	I86
DIV	M64	6	6			11.00	I86
DIV	R16	5	5			11.00	I86
DIV	R64	5	5			11.00	I86
DIV	R8l	1	1			9.00	I86
ENTER	I16, I8	32	32			116.75	I186
IDIV	M16	6	6			11.00	I86
IDIV	M64	6	6			11.00	I86
IDIV	R16	5	5			11.00	I86
IDIV	R64	5	5			11.00	I86
IDIV	R8l	1	1			9.00	I86
IMUL	M32	2	2		4	2.00	I86
IMUL	M8	1	1		3	1.00	I86
IMUL	R16, M16	3	3		4	4.00	I86
IMUL	R16, M16, I16	3	3		1	4.00	I186
IMUL	R16, R16	2	2		4	4.00	I86
IMUL	R16, R16, I16	2	2		4	4.00	I186
IMUL	R32	2	2		4	2.00	I86
IMUL	R32, M32, 0	1	1			1.00	I186
IMUL	R32, M32, I8	1	1			1.00	I186
IMUL	R32, R32, 0	1	1		3	1.00	I186
IMUL	R32, R32, I8	1	1		3	1.00	I186
IMUL	R64, M64	1	1		5	2.00	I86
IMUL	R64, M64, I32	1	1			2.00	I186
IMUL	R64, R64	1	1		5	2.00	I86
IMUL	R64, R64, I32	1	1		5	2.00	I186
IMUL	R8h	3	3		5	4.00	I86
IN	AL, 0	71	71			9453.50	I86
IN	AL, I8	71	71			9815.88	I86
IN	AX, DX	69	69			10816.85	I86
IN	EAX, 0	71	71			9447.72	I86
IN	EAX, I8	71	71			12778.75	I86
INC	M32	1	1			1.00	I86
INC	M8	1	1			1.00	I86
INC	R32	1	1		2	1.00	I86
INC	R8h	1	1		3	1.00	I86
INC	M16	1	1			15.25	lock I86
INC	M64	1	1			15.25	lock I86
INSB		71	71			9808.00	I186
REP_INSB		36	36			93.50	I186
REP_INSD		36	36			93.52	I386
REP_INSD		36	36			93.47	I386
INSW		71	71			10808.10	I186
REP_INSW		36	36			93.48	I186
JB	Rel32	1	1			1.00	I86
JBE	Rel32	1	1			1.00	I86
JL	Rel32	1	1			1.00	I86
JLE	Rel32	1	1			1.00	I86
JMP	M64	1	1			1.73	I86
JMP	Rel32	1	1			4.53	I86
JNB	Rel8	1	1			1.00	I86
JNBE	Rel8	1	1			1.00	I86
JNL	Rel8	1	1			1.00	I86
JNLE	Rel8	1	1			1.00	I86
JNO	Rel8	1	1			1.00	I86
JNP	Rel8	1	1			1.00	I86
JNS	Rel8	1	1			1.00	I86
JNZ	Rel8	1	1			1.00	I86
JO	Rel8	1	1			1.00	I86
JP	Rel8	1	1			1.00	I86
JS	Rel32	1	1			1.00	I86
JZ	Rel32	1	1			1.00	I86
LAHF		1	1		2	1.00	LAHF
LAR	R16, R16	21	21		97	105.25	I286PROTECTED
LAR	R32, R32	21	21		97	105.00	I286PROTECTED
LAR	R64, R64	21	21		97	105.00	I286PROTECTED
LEAVE		4	4		4	5.00	I186
LEA	R32	1	1			0.33	I86
LEA	R16	3	3		1	4.00	I86
LEA	R64	1	1			0.50	I86
LEA	R64	1	1			0.33	I86
LEA	R32	1	1			1.00	I86
LEA	R64	1	1			1.00	I86
LEA	R32	1	1			0.44	I86
LLDT	M16	25	25			119.50	I286PROTECTED
LMSW	M16	17	17			64.00	I286REAL
LODSB		3	3			4.00	I86
REP_LODSB		4	4			20.00	I86
REP_LODSD		4	4			20.00	I386
LODSW		3	3			4.00	I86
REP_LODSW		4	4			20.00	I86
LOOPE	Rel8	9	9		18	22.38	I86
LSL	R16, M16	17	17		113	34.25	I286PROTECTED
LSL	R32, M16	17	17		93	34.25	I286PROTECTED
LSL	R64, M16	17	17		93	34.25	I286PROTECTED
MOV	AX, Moffs16	1	1		5	1.00	I86
MOV	M16, I16	1	1			1.00	I86
MOV	M16, SEG	3	3			4.00	I86
MOV	M32, R32	1	1		4	1.00	I86
MOV	M64, R64	1	1		4	1.00	I86
MOV	M8, I8	1	1			1.00	I86
MOV	M8, R8l	1	1		5	1.00	I86
MOV	Moffs32, EAX	1	1		4	1.00	I86
MOV	Moffs8, AL	1	1		5	1.00	I86
MOV	R16, M16	1	1		1	0.50	I86
MOV	R32, I32	1	1			0.35	I86
MOV	R32, SEG	1	1			0.72	I86
MOV	R64, I64	1	1			0.63	I86
MOV	R64, SEG	1	1			0.72	I86
MOV	R8h, I8	1	1		1	1.00	I86
MOV	R8l, 0	1	1		1	0.33	I86
MOV	R8l, M8	1	1		1	0.50	I86
MOVSB		5	5			5.00	I86
REP_MOVSB		24	24			27.00	I86
REP_MOVSD		24	24			27.00	I386
MOVSW		5	5			5.00	I86
REP_MOVSW		24	24			27.00	I86
MOVSX	R16, R8h	1	1		1	1.00	I386
MOVSX	R32, M16	1	1			1.00	I386
MOVSX	R32, R16	1	1		1	1.00	I386
MOVSX	R32, R8l	1	1		1	1.00	I386
MOVSX	R64, M8	1	1			1.00	I386
MOVSX	R64, R8l	1	1		1	1.00	I386
MOVZX	R16, R8h	2	2		2	4.00	I386
MOVZX	R32, M16	1	1			0.50	I386
MOVZX	R32, R16	1	1		1	0.33	I386
MOVZX	R32, R8l	1	1		1	0.33	I386
MOVZX	R64, M8	1	1			0.50	I386
MOVZX	R64, R8l	1	1		1	0.33	I386
MOV	R8h, R8l	1	1		1	1.00	I86
MOV	R8l, R8l	1	1		1	0.33	I86
MOV	R32, R32	1	1		0	0.33	I86
MOV	R8h, R8h	1	1		1	1.00	I86
MOV	R8l, R8h	1	1		1	1.00	I86
MOV	R16, R16	1	1		1	0.33	I86
MOV	R64, R64	1	1		0	0.33	I86
MOV_CR	R64, CR	7	7			12.00	I86
MOV_DR	R64, DR	17	17		104	44.25	I86
MUL	M32	2	2		4	2.00	I86
MUL	M8	1	1		3	1.00	I86
MUL	R32	2	2		4	2.00	I86
MUL	R8h	3	3		5	4.00	I86
NEG	M16	1	1			1.00	I86
NEG	M64	1	1			1.00	I86
NEG	R16	1	1		1	1.00	I86
NEG	R64	1	1		1	0.33	I86
NEG	R8l	1	1		1	1.00	I86
NEG	M32	1	1			15.25	lock I86
NEG	M8	1	1			15.25	lock I86
NOP	M16	1	1			0.33	FAT_NOP
NOP	M64	1	1			0.33	FAT_NOP
NOP	R32	1	1			0.33	FAT_NOP
NOT	M16	1	1			1.00	I86
NOT	M64	1	1			1.00	I86
NOT	R16	1	1		1	0.33	I86
NOT	R64	1	1		1	0.33	I86
NOT	R8l	1	1		1	0.33	I86
NOT	M32	1	1			15.25	lock I86
NOT	M8	1	1			15.25	lock I86
OR	AL, I8	1	1		1	0.67	I86
OR	EAX, I32	1	1		1	0.67	I86
OR	M16, I16	1	1			0.50	I86
OR	M16, R16	1	1		6	0.50	I86
OR	M32, I32	1	1			1.00	I86
OR	M32, R32	1	1		5	1.00	I86
OR	M64, I32	1	1			1.00	I86
OR	M64, R64	1	1		5	0.50	I86
OR	M8, I8	1	1			1.00	I86
OR	M8, R8l	1	1		6	0.50	I86
OR	R16, I16	1	1		1	0.35	I86
OR	R16, M16	1	1		1	0.50	I86
OR	R32, I32	1	1		1	0.44	I86
OR	R32, M32	1	1		1	0.50	I86
OR	R64, I32	1	1		1	0.50	I86
OR	R64, M64	1	1		1	0.50	I86
OR	R8h, I8	1	1		3	1.00	I86
OR	R8l, M8	1	1		1	0.50	I86
OR	R8h, R8h	1	1		2	1.00	I86
OR	R8l, R8h	1	1		3	1.00	I86
OR	R16, R16	1	1		1	0.33	I86
OR	R64, R64	1	1		1	0.33	I86
OR	R8h, R8l	1	1		3	1.00	I86
OR	R8l, R8l	1	1		1	0.33	I86
OR	R32, R32	1	1		1	0.33	I86
OR	M16, 0	1	1			15.25	lock I86
OR	M16, I8	1	1			15.25	lock I86
OR	M32, 0	1	1			15.25	lock I86
OR	M32, I8	1	1			15.25	lock I86
OR	M64, 0	1	1			15.25	lock I86
OR	M64, I8	1	1			15.25	lock I86
OR	M8, 0	1	1			15.25	lock I86
OR	M8, R8h	1	1		18	15.25	lock I86
OR	R8l, 0	1	1		1	0.33	I86
OUT	0, AL	60	60			9436.00	I86
OUT	0, EAX	60	60			9438.25	I86
OUT	DX, AX	58	58			10687.18	I86
OUT	I8, AL	60	60			9702.37	I86
OUT	I8, EAX	60	60			12665.28	I86
REP_OUTSB		37	37			123.25	I186
OUTSD		61	61			12684.05	I386
REP_OUTSD		37	37			123.25	I386
REP_OUTSW		37	37			123.25	I186
POP	M16	6	6			5.00	I86
POP	R16	3	3		1	4.00	I86
POPF		25	25			48.25	I86
PUSH	FS	3	3			4.00	I86
PUSH	I32	1	1			1.00	I186
PUSH	M16	2	2			1.00	I86
PUSH	R16	1	1		5	1.00	I86
PUSHF		10	10		14	15.00	I86
PUSH	I16	1	1			1.00	I186
RCL	M16, 0	19	19			16.00	I186
RCL	M16, CL	19	19		15	16.00	I86
RCL	M32, 0	19	19			16.00	I186
RCL	M32, CL	19	19		15	16.00	I86
RCL	M64, 0	19	19			16.00	I186
RCL	M64, CL	19	19		15	16.00	I86
RCL	M8, 0	19	19			16.00	I186
RCL	M8, CL	19	19		15	16.00	I86
RCL	R16, 0	17	17		8	13.00	I186
RCL	R16, CL	17	17		10	13.00	I86
RCL	R32, 0	17	17		8	13.00	I186
RCL	R32, CL	17	17		10	13.00	I86
RCL	R64, 0	17	17		8	13.00	I186
RCL	R64, CL	17	17		10	13.00	I86
RCL	R8h, 0	15	15		9	12.00	I186
RCL	R8h, CL	15	15		10	12.00	I86
RCL	R8l, CL	17	17		10	13.00	I86
RCL	R8l, 1	1	1		2	1.00	I86
RCL	R8l, 0	17	17		8	13.00	I186
RCL	R8l, I8	17	17		9	13.00	I186
RCR	M16, 1	13	13		12	13.00	I86
RCR	M16, I8	17	17		13	14.00	I186
RCR	M32, 1	13	13		12	13.00	I86
RCR	M32, I8	17	17		13	14.00	I186
RCR	M64, 1	13	13		12	13.00	I86
RCR	M64, I8	17	17		13	14.00	I186
RCR	M8, 1	13	13		12	13.00	I86
RCR	M8, I8	17	17		13	14.00	I186
RCR	R16, 1	11	11		6	10.00	I86
RCR	R16, I8	15	15		7	11.00	I186
RCR	R32, 1	11	11		6	10.00	I86
RCR	R32, I8	15	15		7	11.00	I186
RCR	R64, 1	11	11		6	10.00	I86
RCR	R64, I8	15	15		7	11.00	I186
RCR	R8h, 1	10	10		7	9.00	I86
RCR	R8h, I8	13	13		8	10.00	I186
RCR	R8l, 0	15	15		6	11.00	I186
RCR	R8l, I8	15	15		7	11.00	I186
RCR	R8l, 1	11	11		6	10.00	I86
RDMSR		61	61			72.50	PENTIUMREAL
RDTSC		20	20			23.00	PENTIUMREAL
RET	I16	3	3			20.63	I86
ROL	M16, 1	1	1			1.00	I86
ROL	M16, I8	1	1			1.00	I186
ROL	M32, 1	1	1			1.00	I86
ROL	M32, I8	1	1			1.00	I186
ROL	M64, 1	1	1			1.00	I86
ROL	M64, I8	1	1			1.00	I186
ROL	M8, 1	1	1			1.00	I86
ROL	M8, I8	1	1			1.00	I186
ROL	R16, 1	1	1		2	1.00	I86
ROL	R16, I8	1	1		2	1.00	I186
ROL	R32, 1	1	1		2	1.00	I86
ROL	R32, I8	1	1		2	1.00	I186
ROL	R64, 1	1	1		2	1.00	I86
ROL	R64, I8	1	1		2	1.00	I186
ROL	R8h, 1	1	1		3	1.00	I86
ROL	R8h, I8	1	1		3	1.00	I186
ROL	R8l, 0	1	1		1	1.00	I186
ROL	R8l, I8	1	1		2	1.00	I186
ROL	R8l, 1	1	1		2	1.00	I86
ROR	M16, 0	1	1			1.00	I186
ROR	M16, CL	1	1		7	1.00	I86
ROR	M32, 0	1	1			1.00	I186
ROR	M32, CL	1	1		7	1.00	I86
ROR	M64, 0	1	1			1.00	I186
ROR	M64, CL	1	1		7	1.00	I86
ROR	M8, 0	1	1			1.00	I186
ROR	M8, CL	1	1		7	0.50	I86
ROR	R16, 0	1	1		1	1.00	I186
ROR	R16, CL	1	1		3	1.00	I86
ROR	R32, 0	1	1		1	1.00	I186
ROR	R32, CL	1	1		3	1.00	I86
ROR	R64, 0	1	1		1	1.00	I186
ROR	R64, CL	1	1		3	1.00	I86
ROR	R8h, 0	1	1		1	1.00	I186
ROR	R8h, CL	1	1		3	1.00	I86
ROR	R8l, CL	1	1		3	1.00	I86
ROR	R8l, 1	1	1		2	1.00	I86
ROR	R8l, 0	1	1		1	1.00	I186
ROR	R8l, I8	1	1		2	1.00	I186
SAHF		1	1		2	1.00	LAHF
SAR	M16, 1	1	1			1.00	I86
SAR	M16, I8	1	1			0.50	I186
SAR	M32, 1	1	1			0.50	I86
SAR	M32, I8	1	1			0.50	I186
SAR	M64, 1	1	1			1.00	I86
SAR	M64, I8	1	1			0.50	I186
SAR	M8, 1	1	1			1.00	I86
SAR	M8, I8	1	1			1.00	I186
SAR	R16, 1	1	1		1	1.00	I86
SAR	R16, I8	1	1		1	1.00	I186
SAR	R32, 1	1	1		1	1.00	I86
SAR	R32, I8	1	1		1	1.00	I186
SAR	R64, 1	1	1		1	1.00	I86
SAR	R64, I8	1	1		1	1.00	I186
SAR	R8h, 1	1	1		2	1.00	I86
SAR	R8h, I8	1	1		2	1.00	I186
SAR	R8l, 0	1	1		1	1.00	I186
SAR	R8l, I8	1	1		1	1.00	I186
SAR	R8l, 1	1	1		1	1.00	I86
SBB	AL, 0	1	1		2	1.00	I86
SBB	AX, I16	1	1		2	1.00	I86
SBB	M16, 0	1	1		7	1.00	I86
SBB	M16, I8	1	1		7	1.00	I86
SBB	M32, 0	1	1		7	1.00	I86
SBB	M32, I8	1	1		7	1.00	I86
SBB	M64, 0	1	1		7	1.00	I86
SBB	M64, I8	1	1		7	1.00	I86
SBB	M8, 0	1	1		7	1.00	I86
SBB	M8, R8h	1	1		7	1.00	I86
SBB	R16, 0	1	1		2	1.00	I86
SBB	R16, I8	1	1		2	1.00	I86
SBB	R32, 0	1	1		2	1.00	I86
SBB	R32, I8	1	1		2	1.00	I86
SBB	R64, 0	1	1		2	1.00	I86
SBB	R64, I8	1	1		2	1.00	I86
SBB	R8h, 0	1	1		2	1.00	I86
SBB	R8h, M8	1	1		2	1.00	I86
SBB	RAX, I32	1	1		2	1.00	I86
SBB	R8h, R8l	1	1		2	1.00	I86
SBB	R8l, R8l	1	1		2	1.00	I86
SBB	R32, R32	1	1		2	1.00	I86
SBB	R8h, R8h	1	1		3	1.00	I86
SBB	R8l, R8h	1	1		3	1.00	I86
SBB	R16, R16	1	1		2	1.00	I86
SBB	R64, R64	1	1		2	1.00	I86
SBB	M16, I16	1	1		18	15.25	lock I86
SBB	M16, R16	1	1		19	15.25	lock I86
SBB	M32, I32	1	1		18	15.25	lock I86
