;Intel Bonnell (Atom)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	2	2			5.00	PREFETCH_NOP
ADD	M64, 0	1	1			1.03	lock I86
ADD	M64, I8	1	1			1.00	lock I86
ADD	M8, 0	1	1			6.25	lock I86
ADD	M8, R8h	1	1		2	6.25	lock I86
ADD	R8l, 0	1	1		1	0.50	I86
AND	AL, 0	1	1		1	1.00	I86
AND	AX, I16	1	1		1	1.00	I86
AND	M16, 0	1	1			1.02	I86
AND	M16, I8	1	1			1.00	I86
AND	M32, 0	1	1			1.00	I86
AND	M32, I8	1	1			1.00	I86
AND	M64, 0	1	1			1.00	I86
AND	M64, I8	1	1			1.00	I86
AND	M8, 0	1	1			1.00	I86
AND	M8, R8h	1	1		2	1.00	I86
AND	R16, 0	1	1		1	0.57	I86
AND	R16, I8	1	1		1	0.57	I86
AND	R32, 0	1	1		1	0.50	I86
AND	R32, I8	1	1		1	0.50	I86
AND	R64, 0	1	1		1	0.50	I86
AND	R64, I8	1	1		1	0.50	I86
AND	R8h, 0	1	1		2	0.50	I86
AND	R8h, M8	1	1		2	1.00	I86
AND	RAX, I32	1	1		1	1.00	I86
AND	R8h, R8l	1	1		2	0.50	I86
AND	R8l, R8l	1	1		1	0.50	I86
AND	R32, R32	1	1		1	0.50	I86
AND	R8h, R8h	1	1		2	0.50	I86
AND	R8l, R8h	1	1		2	0.50	I86
AND	R16, R16	1	1		1	0.50	I86
AND	R64, R64	1	1		1	0.50	I86
AND	M16, I16	1	1			4.50	lock I86
AND	M16, R16	1	1		1	4.50	lock I86
AND	M32, I32	1	1			1.10	lock I86
AND	M32, R32	1	1		1	1.00	lock I86
AND	M64, I32	1	1			1.11	lock I86
AND	M64, R64	1	1		1	1.00	lock I86
AND	M8, I8	1	1			6.25	lock I86
AND	M8, R8l	1	1		1	6.25	lock I86
AND	R8l, I8	1	1		1	0.50	I86
BSF	R16, R16	10	10		17	16.00	I386
BSF	R32, R32	10	10		17	16.00	I386
BSF	R64, R64	10	10		17	16.00	I386
BSR	R16, R16	10	10		17	16.00	I386
BSR	R32, R32	10	10		17	16.00	I386
BSR	R64, R64	10	10		17	16.00	I386
BSWAP	R64	1	1		1	1.00	I486REAL
BT	M16, I8	2	2			5.00	I386
BT	M32, 0	2	2			5.00	I386
BT	M32, R32	9	9		9	9.00	I386
BT	M64, I8	2	2			5.00	I386
BT	R16, 0	1	1		1	1.00	I386
BT	R16, R16	1	1		1	1.00	I386
BT	R32, I8	1	1		1	1.00	I386
BT	R64, 0	1	1		1	1.00	I386
BT	R64, R64	1	1		1	1.00	I386
BTC	M16, I8	3	3			6.00	I386
BTC	M32, 0	3	3			6.00	I386
BTC	M32, R32	10	10		11	11.00	I386
BTC	M64, I8	3	3			6.00	I386
BTC	R16, 0	1	1		1	1.00	I386
BTC	R16, R16	1	1		1	1.00	I386
BTC	R32, I8	1	1		1	1.00	I386
BTC	R64, 0	1	1		1	1.00	I386
BTC	R64, R64	1	1		1	1.00	I386
BTC	M16, I8	3	3			9.00	lock I386
BTC	M32, 0	3	3			6.00	lock I386
BTC	M32, R32	10	10		11	11.00	lock I386
BTC	M64, I8	3	3			6.00	lock I386
BTR	M16, 0	3	3			6.00	I386
BTR	M16, R16	10	10		11	11.00	I386
BTR	M32, I8	3	3			6.00	I386
BTR	M64, 0	3	3			6.00	I386
BTR	M64, R64	10	10		11	11.00	I386
BTR	R16, I8	1	1		1	1.00	I386
BTR	R32, 0	1	1		1	1.00	I386
BTR	R32, R32	1	1		1	1.00	I386
BTR	R64, I8	1	1		1	1.00	I386
BTR	M16, 0	3	3			9.00	lock I386
BTR	M16, R16	10	10		11	13.00	lock I386
BTR	M32, I8	3	3			6.00	lock I386
BTR	M64, 0	3	3			6.00	lock I386
BTR	M64, R64	10	10		11	11.00	lock I386
BTS	M16, I8	3	3			6.00	I386
BTS	M32, 0	3	3			6.00	I386
BTS	M32, R32	10	10		11	11.00	I386
BTS	M64, I8	3	3			6.00	I386
BTS	R16, 0	1	1		1	1.00	I386
BTS	R16, R16	1	1		1	1.00	I386
BTS	R32, I8	1	1		1	1.00	I386
BTS	R64, 0	1	1		1	1.00	I386
BTS	R64, R64	1	1		1	1.00	I386
BTS	M16, I8	3	3			9.00	lock I386
BTS	M32, 0	3	3			6.00	lock I386
BTS	M32, R32	10	10		11	11.00	lock I386
BTS	M64, I8	3	3			6.00	lock I386
CALL	R64	1	1			2.00	I86
CBW		2	2		3	5.00	I86
CLC		1	1			0.50	I86
CLI		11	11			13.00	I86
CMC		1	1		2	2.00	I86
CMOVB	R16, R16	1	1		2	2.00	CMOV
CMOVB	R32, R32	1	1		2	2.00	CMOV
CMOVB	R64, R64	1	1		2	2.00	CMOV
CMOVBE	R16, R16	1	1		2	2.00	CMOV
CMOVBE	R32, R32	1	1		2	2.00	CMOV
CMOVBE	R64, R64	1	1		2	2.00	CMOV
CMOVL	R16, R16	1	1		2	2.00	CMOV
CMOVL	R32, R32	1	1		2	2.00	CMOV
CMOVL	R64, R64	1	1		2	2.00	CMOV
CMOVLE	R16, R16	1	1		2	2.00	CMOV
CMOVLE	R32, R32	1	1		2	2.00	CMOV
CMOVLE	R64, R64	1	1		2	2.00	CMOV
CMOVNB	R16, R16	1	1		2	2.00	CMOV
CMOVNB	R32, R32	1	1		2	2.00	CMOV
CMOVNB	R64, R64	1	1		2	2.00	CMOV
CMOVNBE	R16, R16	1	1		2	2.00	CMOV
CMOVNBE	R32, R32	1	1		2	2.00	CMOV
CMOVNBE	R64, R64	1	1		2	2.00	CMOV
CMOVNL	R16, R16	1	1		2	2.00	CMOV
CMOVNL	R32, R32	1	1		2	2.00	CMOV
CMOVNL	R64, R64	1	1		2	2.00	CMOV
CMOVNLE	R16, R16	1	1		2	2.00	CMOV
CMOVNLE	R32, R32	1	1		2	2.00	CMOV
CMOVNLE	R64, R64	1	1		2	2.00	CMOV
CMOVNO	R16, R16	1	1		2	2.00	CMOV
CMOVNO	R32, R32	1	1		2	2.00	CMOV
CMOVNO	R64, R64	1	1		2	2.00	CMOV
CMOVNP	R16, R16	1	1		2	2.00	CMOV
CMOVNP	R32, R32	1	1		2	2.00	CMOV
CMOVNP	R64, R64	1	1		2	2.00	CMOV
CMOVNS	R16, R16	1	1		2	2.00	CMOV
CMOVNS	R32, R32	1	1		2	2.00	CMOV
CMOVNS	R64, R64	1	1		2	2.00	CMOV
CMOVNZ	R16, R16	1	1		2	2.00	CMOV
CMOVNZ	R32, R32	1	1		2	2.00	CMOV
CMOVNZ	R64, R64	1	1		2	2.00	CMOV
CMOVO	R16, R16	1	1		2	2.00	CMOV
CMOVO	R32, R32	1	1		2	2.00	CMOV
CMOVO	R64, R64	1	1		2	2.00	CMOV
CMOVP	R16, R16	1	1		2	2.00	CMOV
CMOVP	R32, R32	1	1		2	2.00	CMOV
CMOVP	R64, R64	1	1		2	2.00	CMOV
CMOVS	R16, R16	1	1		2	2.00	CMOV
CMOVS	R32, R32	1	1		2	2.00	CMOV
CMOVS	R64, R64	1	1		2	2.00	CMOV
CMOVZ	R16, R16	1	1		2	2.00	CMOV
CMOVZ	R32, R32	1	1		2	2.00	CMOV
CMOVZ	R64, R64	1	1		2	2.00	CMOV
CMP	AL, I8	1	1		1	0.50	I86
CMP	EAX, I32	1	1		1	0.62	I86
CMP	M16, I16	1	1			1.00	I86
CMP	M16, R16	1	1		1	1.00	I86
CMP	M32, I32	1	1			1.00	I86
CMP	M32, R32	1	1		1	1.00	I86
CMP	M64, I32	1	1			1.00	I86
CMP	M64, R64	1	1		1	1.00	I86
CMP	M8, I8	1	1			1.00	I86
CMP	M8, R8l	1	1		1	1.00	I86
CMP	R16, I16	1	1		1	0.75	I86
CMP	R16, M16	1	1		1	1.00	I86
CMP	R32, I32	1	1		1	0.88	I86
CMP	R32, M32	1	1		1	1.00	I86
CMP	R64, I32	1	1		1	0.88	I86
CMP	R64, M64	1	1		1	1.00	I86
CMP	R8h, I8	1	1		2	0.50	I86
CMP	R8l, M8	1	1		1	1.00	I86
CMPSB		5	5		7	7.00	I86
REPNE_CMPSB		7	7			23.00	I86
REPE_CMPSD		7	7			23.00	I386
CMPSW		5	5		7	7.00	I86
REPNE_CMPSW		7	7			23.00	I86
CMPXCHG	M32, R32	7	7		15	14.00	I486REAL
CMPXCHG	M8, R8h	6	6		6	7.00	I486REAL
CMPXCHG	R16, R16	7	7		15	15.00	I486REAL
CMPXCHG	R64, R64	7	7		15	15.00	I486REAL
CMPXCHG	R8h, R8l	11	11		12	11.00	I486REAL
CMPXCHG	R8l, R8l	11	11		11	11.00	I486REAL
CMPXCHG8B	M64	11	11		20	19.00	lock PENTIUMREAL
CMPXCHG	M32, R32	7	7		15	14.02	lock I486REAL
CMPXCHG	M8, R8h	6	6		6	10.25	lock I486REAL
CMP	R8h, R8h	1	1		2	0.50	I86
CMP	R8l, R8h	1	1		2	0.50	I86
CMP	R16, R16	1	1		1	0.50	I86
CMP	R64, R64	1	1		1	0.50	I86
CMP	R8h, R8l	1	1		2	0.50	I86
CMP	R8l, R8l	1	1		1	0.50	I86
CMP	R32, R32	1	1		1	0.50	I86
CMP	R8l, 0	1	1		1	0.50	I86
CPUID		32	32			101.00	I486REAL
CWDE		1	1		1	1.00	I386
DEC	M32	1	1			1.00	I86
DEC	M8	1	1			1.00	I86
DEC	R32	1	1		1	0.50	I86
DEC	R8h	1	1		2	0.50	I86
DEC	M16	1	1			4.50	lock I86
DEC	M64	1	1			1.00	lock I86
DIV	M16	12	12		33	34.00	I86
DIV	M64	38	38			71.00	I86
DIV	R16	12	12		34	34.02	I86
DIV	R64	38	38			71.00	I86
DIV	R8l	9	9		23	24.00	I86
ENTER	I16, I8	26	26			56.27	I186
IDIV	M16	29	29		94	47.00	I86
IDIV	M64	60	60			94.02	I86
IDIV	R16	29	29		50	46.00	I86
IDIV	R64	60	60			94.02	I86
IDIV	R8l	26	26		37	38.00	I86
IMUL	M32	4	4		7	7.00	I86
IMUL	M8	3	3		7	6.00	I86
IMUL	R16, M16	3	3		7	6.00	I86
IMUL	R16, M16, I16	3	3		7	6.00	I186
IMUL	R16, R16	2	2		6	5.00	I86
IMUL	R16, R16, I16	2	2		6	5.00	I186
IMUL	R32	3	3		6	6.00	I86
IMUL	R32, M32, 0	1	1			2.00	I186
IMUL	R32, M32, I8	1	1			2.00	I186
IMUL	R32, R32, 0	1	1		5	2.00	I186
IMUL	R32, R32, I8	1	1		5	2.00	I186
IMUL	R64, M64	6	6		13	11.00	I86
IMUL	R64, M64, I32	7	7			14.00	I186
IMUL	R64, R64	6	6		14	11.02	I86
IMUL	R64, R64, I32	7	7		14	14.00	I186
IMUL	R8h	3	3		8	6.00	I86
IN	AL, 0	48	48			2285.60	I86
IN	AL, I8	48	48			1716.00	I86
IN	AX, DX	48	48			1814.57	I86
IN	EAX, 0	48	48			2274.33	I86
IN	EAX, I8	48	48			1740.03	I86
INC	M32	1	1			1.00	I86
INC	M8	1	1			1.00	I86
INC	R32	1	1		1	0.50	I86
INC	R8h	1	1		2	0.50	I86
INC	M16	1	1			4.50	lock I86
INC	M64	1	1			1.00	lock I86
INSB		35	35			1669.85	I186
REP_INSB		35	35			75.00	I186
REP_INSD		35	35			75.00	I386
INSW		35	35			1673.05	I186
REP_INSW		35	35			75.00	I186
JB	Rel32	1	1			2.05	I86
JBE	Rel32	1	1			2.05	I86
JL	Rel32	1	1			2.05	I86
JLE	Rel32	1	1			2.05	I86
JMP	M64	2	2			6.00	I86
JMP	Rel32	1	1			7.25	I86
JNB	Rel8	1	1			2.00	I86
JNBE	Rel8	1	1			2.00	I86
JNL	Rel8	1	1			2.00	I86
JNLE	Rel8	1	1			2.00	I86
JNO	Rel8	1	1			2.00	I86
JNP	Rel8	1	1			2.00	I86
JNS	Rel8	1	1			2.00	I86
JNZ	Rel8	1	1			2.00	I86
JO	Rel8	1	1			2.00	I86
JP	Rel8	1	1			2.00	I86
JS	Rel32	1	1			2.05	I86
JZ	Rel32	1	1			2.05	I86
LAHF		1	1		2	2.00	LAHF
LAR	R16, R16	19	19		226	62.25	I286PROTECTED
LAR	R32, R32	19	19		60	62.00	I286PROTECTED
LAR	R64, R64	19	19		60	62.02	I286PROTECTED
LEAVE		4	4		5	9.00	I186
LEA	R32	1	1			1.00	I86
LEA	R16	2	2		3	5.00	I86
LEA	R64	1	1			1.00	I86
LEA	R16	2	2		1	5.00	I86
LLDT	M16	13	13			66.00	I286PROTECTED
LMSW	M16	23	23			71.02	I286REAL
LODSB		3	3			6.00	I86
REP_LODSB		5	5			21.00	I86
REP_LODSD		5	5			21.00	I386
LODSW		3	3			6.00	I86
REP_LODSW		5	5			21.00	I86
LOOPE	Rel8	8	8		20	25.13	I86
LSL	R16, M16	15	15		117	39.02	I286PROTECTED
LSL	R32, M16	15	15		55	39.02	I286PROTECTED
LSL	R64, M16	15	15		55	39.03	I286PROTECTED
MOV	AX, Moffs16	1	1		1	1.25	I86
MOV	M16, I16	1	1			1.00	I86
MOV	M16, SEG	2	2			5.00	I86
MOV	M32, R32	1	1		1	1.00	I86
MOV	M64, R64	1	1		1	1.00	I86
MOV	M8, I8	1	1			1.00	I86
MOV	M8, R8l	1	1		1	1.00	I86
MOV	Moffs32, EAX	1	1		1	1.12	I86
MOV	Moffs8, AL	1	1		1	1.12	I86
MOV	R16, M16	1	1		1	1.00	I86
MOV	R32, I32	1	1			0.69	I86
MOV	R32, SEG	1	1			1.00	I86
MOV	R64, I64	1	1			1.25	I86
MOV	R64, SEG	1	1			1.00	I86
MOV	R8h, I8	1	1		1	0.50	I86
MOV	R8l, 0	1	1		1	0.50	I86
MOV	R8l, M8	1	1		1	1.00	I86
MOVSB		4	4			6.00	I86
REP_MOVSB		7	7			22.00	I86
REP_MOVSD		7	7			22.00	I386
MOVSW		4	4			6.00	I86
REP_MOVSW		7	7			22.00	I86
MOVSX	R16, R8h	2	2		3	5.00	I386
MOVSX	R32, M16	1	1			1.00	I386
MOVSX	R32, R16	1	1		1	1.00	I386
MOVSX	R32, R8l	1	1		1	1.00	I386
MOVSX	R64, M8	1	1			1.00	I386
MOVSX	R64, R8l	1	1		1	1.00	I386
MOVZX	R16, R8h	2	2		3	5.00	I386
MOVZX	R32, M16	1	1			1.00	I386
MOVZX	R32, R16	1	1		1	1.00	I386
MOVZX	R32, R8l	1	1		1	1.00	I386
MOVZX	R64, M8	1	1			1.00	I386
MOVZX	R64, R8l	1	1		1	1.00	I386
MOV	R8h, R8l	1	1		1	0.50	I86
MOV	R8l, R8l	1	1		1	0.50	I86
MOV	R32, R32	1	1		1	0.50	I86
MOV	R8h, R8h	1	1		1	0.50	I86
MOV	R8l, R8h	1	1		1	0.50	I86
MOV	R16, R16	1	1		1	0.50	I86
MOV	R64, R64	1	1		1	0.50	I86
MOV_CR	R64, CR	6	6			9.00	I86
MOV_DR	R64, DR	32	32		145	79.00	I86
MUL	M32	4	4		7	7.00	I86
MUL	M8	3	3		7	6.00	I86
MUL	R32	3	3		6	6.00	I86
MUL	R8h	3	3		8	6.00	I86
NEG	M16	1	1			1.00	I86
NEG	M64	1	1			1.00	I86
NEG	R16	1	1		1	0.50	I86
NEG	R64	1	1		1	0.50	I86
NEG	R8l	1	1		1	0.50	I86
NEG	M32	1	1			1.00	lock I86
NEG	M8	1	1			6.25	lock I86
NOP	M16	1	1			0.62	FAT_NOP
NOP	M64	1	1			0.50	FAT_NOP
NOP	R32	1	1			0.50	FAT_NOP
NOT	M16	1	1			1.00	I86
NOT	M64	1	1			1.00	I86
NOT	R16	1	1		1	0.50	I86
NOT	R64	1	1		1	0.50	I86
NOT	R8l	1	1		1	0.50	I86
NOT	M32	1	1			1.00	lock I86
NOT	M8	1	1			6.25	lock I86
OR	AL, I8	1	1		1	1.00	I86
OR	EAX, I32	1	1		1	1.00	I86
OR	M16, I16	1	1			1.00	I86
OR	M16, R16	1	1		1	1.00	I86
OR	M32, I32	1	1			1.00	I86
OR	M32, R32	1	1		1	1.00	I86
OR	M64, I32	1	1			1.00	I86
OR	M64, R64	1	1		1	1.00	I86
OR	M8, I8	1	1			1.00	I86
OR	M8, R8l	1	1		1	1.00	I86
OR	R16, I16	1	1		1	0.69	I86
OR	R16, M16	1	1		1	1.00	I86
OR	R32, I32	1	1		1	0.82	I86
OR	R32, M32	1	1		1	1.00	I86
OR	R64, I32	1	1		1	0.88	I86
OR	R64, M64	1	1		1	1.00	I86
OR	R8h, I8	1	1		2	0.50	I86
OR	R8l, M8	1	1		1	1.00	I86
OR	R8h, R8h	1	1		2	0.50	I86
OR	R8l, R8h	1	1		2	0.50	I86
OR	R16, R16	1	1		1	0.50	I86
OR	R64, R64	1	1		1	0.50	I86
OR	R8h, R8l	1	1		2	0.50	I86
OR	R8l, R8l	1	1		1	0.50	I86
OR	R32, R32	1	1		1	0.50	I86
OR	M16, 0	1	1			4.50	lock I86
OR	M16, I8	1	1			4.50	lock I86
OR	M32, 0	1	1			1.00	lock I86
OR	M32, I8	1	1			1.00	lock I86
OR	M64, 0	1	1			1.00	lock I86
OR	M64, I8	1	1			1.00	lock I86
OR	M8, 0	1	1			6.25	lock I86
OR	M8, R8h	1	1		2	6.25	lock I86
OR	R8l, 0	1	1		1	0.50	I86
OUT	0, AL	33	33			2459.58	I86
OUT	0, EAX	33	33			2461.10	I86
OUT	DX, AX	33	33			3903.80	I86
OUT	I8, AL	33	33			2771.57	I86
OUT	I8, EAX	33	33			6425.55	I86
REP_OUTSB		36	36			87.40	I186
OUTSD		37	37			6311.52	I386
REP_OUTSD		36	36			87.00	I386
REP_OUTSW		36	36			87.00	I186
POP	M16	3	3			6.00	I86
POP	R16	2	2		3	5.00	I86
POPF		28	28			37.00	I86
PUSH	FS	3	3			6.00	I86
PUSH	I32	1	1			1.00	I186
PUSH	M16	2	2			5.00	I86
PUSH	R16	1	1		1	1.00	I86
PUSHF		14	14		12	12.00	I86
PUSH	I16	1	1			1.00	I186
RCL	M16, 0	16	16			17.09	I186
RCL	M16, CL	15	15		23	16.00	I86
RCL	M32, 0	15	15			14.00	I186
RCL	M32, CL	15	15		21	14.00	I86
RCL	M64, 0	15	15			14.00	I186
RCL	M64, CL	15	15		21	14.00	I86
RCL	M8, 0	20	20			18.00	I186
RCL	M8, CL	20	20		18	18.00	I86
RCL	R16, 0	15	15		16	16.00	I186
RCL	R16, CL	14	14		16	16.00	I86
RCL	R32, 0	14	14		14	14.00	I186
RCL	R32, CL	14	14		13	14.00	I86
RCL	R64, 0	14	14		14	14.00	I186
RCL	R64, CL	14	14		13	14.00	I86
RCL	R8h, 0	19	19		17	18.00	I186
RCL	R8h, CL	18	18		18	17.00	I86
RCL	R8l, CL	18	18		17	17.00	I86
RCL	R8l, 1	1	1		2	2.00	I86
RCL	R8l, 0	19	19		17	18.00	I186
RCL	R8l, I8	19	19		17	18.00	I186
RCR	M16, 1	7	7		8	8.00	I86
RCR	M16, I8	14	14		15	14.25	I186
RCR	M32, 1	7	7		8	8.00	I86
RCR	M32, I8	13	13		13	12.00	I186
RCR	M64, 1	7	7		8	8.00	I86
RCR	M64, I8	13	13		13	12.00	I186
RCR	M8, 1	7	7		8	8.00	I86
RCR	M8, I8	18	18		17	16.00	I186
RCR	R16, 1	5	5		5	7.00	I86
RCR	R16, I8	13	13		13	14.00	I186
RCR	R32, 1	5	5		5	7.00	I86
RCR	R32, I8	12	12		11	12.00	I186
RCR	R64, 1	5	5		5	7.00	I86
RCR	R64, I8	12	12		11	12.00	I186
RCR	R8h, 1	5	5		6	7.00	I86
RCR	R8h, I8	17	17		15	15.00	I186
RCR	R8l, 0	17	17		14	15.00	I186
RCR	R8l, I8	17	17		14	15.00	I186
RCR	R8l, 1	5	5		5	7.00	I86
RDMSR		55	55			90.00	PENTIUMREAL
RDTSC		16	16			29.00	PENTIUMREAL
RET	I16	1	1			15.63	I86
ROL	M16, 1	1	1			1.00	I86
ROL	M16, I8	1	1			1.03	I186
ROL	M32, 1	1	1			1.00	I86
ROL	M32, I8	1	1			1.00	I186
ROL	M64, 1	1	1			1.00	I86
ROL	M64, I8	1	1			1.00	I186
ROL	M8, 1	1	1			1.00	I86
ROL	M8, I8	1	1			1.00	I186
ROL	R16, 1	1	1		1	1.00	I86
ROL	R16, I8	1	1		1	1.00	I186
ROL	R32, 1	1	1		1	1.00	I86
ROL	R32, I8	1	1		1	1.00	I186
ROL	R64, 1	1	1		1	1.00	I86
ROL	R64, I8	1	1		1	1.00	I186
ROL	R8h, 1	1	1		2	1.00	I86
ROL	R8h, I8	1	1		2	1.00	I186
ROL	R8l, 0	1	1		1	1.00	I186
ROL	R8l, I8	1	1		1	1.00	I186
ROL	R8l, 1	1	1		1	1.00	I86
ROR	M16, 0	1	1			1.00	I186
ROR	M16, CL	1	1		9	1.00	I86
ROR	M32, 0	1	1			1.00	I186
ROR	M32, CL	1	1		9	1.00	I86
ROR	M64, 0	1	1			1.00	I186
ROR	M64, CL	1	1		9	1.00	I86
ROR	M8, 0	1	1			1.02	I186
ROR	M8, CL	1	1		2	1.00	I86
ROR	R16, 0	1	1		1	1.00	I186
ROR	R16, CL	1	1		2	1.00	I86
ROR	R32, 0	1	1		1	1.00	I186
ROR	R32, CL	1	1		2	1.00	I86
ROR	R64, 0	1	1		1	1.00	I186
ROR	R64, CL	1	1		2	1.00	I86
ROR	R8h, 0	1	1		1	1.00	I186
ROR	R8h, CL	1	1		2	1.00	I86
ROR	R8l, CL	1	1		2	1.00	I86
ROR	R8l, 1	1	1		1	1.00	I86
ROR	R8l, 0	1	1		1	1.00	I186
ROR	R8l, I8	1	1		1	1.00	I186
SAHF		1	1		2	0.50	LAHF
SAR	M16, 1	1	1			1.00	I86
SAR	M16, I8	1	1			1.00	I186
SAR	M32, 1	1	1			1.00	I86
SAR	M32, I8	1	1			1.00	I186
SAR	M64, 1	1	1			1.00	I86
SAR	M64, I8	1	1			1.00	I186
SAR	M8, 1	1	1			1.04	I86
SAR	M8, I8	1	1			1.00	I186
SAR	R16, 1	1	1		1	1.00	I86
SAR	R16, I8	1	1		1	1.00	I186
SAR	R32, 1	1	1		1	1.00	I86
SAR	R32, I8	1	1		1	1.00	I186
SAR	R64, 1	1	1		1	1.00	I86
SAR	R64, I8	1	1		1	1.00	I186
SAR	R8h, 1	1	1		2	1.00	I86
SAR	R8h, I8	1	1		2	1.00	I186
SAR	R8l, 0	1	1		1	1.00	I186
SAR	R8l, I8	1	1		1	1.00	I186
SAR	R8l, 1	1	1		1	1.00	I86
SBB	AL, 0	1	1		2	2.00	I86
SBB	AX, I16	1	1		2	2.00	I86
SBB	M16, 0	1	1		2	2.00	I86
SBB	M16, I8	1	1		2	2.00	I86
SBB	M32, 0	1	1		2	2.00	I86
SBB	M32, I8	1	1		2	2.00	I86
SBB	M64, 0	1	1		2	2.00	I86
SBB	M64, I8	1	1		2	2.00	I86
SBB	M8, 0	1	1		2	2.00	I86
SBB	M8, R8h	1	1		3	2.00	I86
SBB	R16, 0	1	1		2	2.00	I86
SBB	R16, I8	1	1		2	2.00	I86
SBB	R32, 0	1	1		2	2.00	I86
SBB	R32, I8	1	1		2	2.00	I86
SBB	R64, 0	1	1		2	2.00	I86
SBB	R64, I8	1	1		2	2.00	I86
SBB	R8h, 0	1	1		3	2.00	I86
SBB	R8h, M8	1	1		3	2.00	I86
SBB	RAX, I32	1	1		2	2.00	I86
SBB	R8h, R8l	1	1		3	2.00	I86
SBB	R8l, R8l	1	1		2	2.00	I86
SBB	R32, R32	1	1		2	2.00	I86
SBB	R8h, R8h	1	1		3	2.00	I86
SBB	R8l, R8h	1	1		3	2.00	I86
SBB	R16, R16	1	1		2	2.00	I86
SBB	R64, R64	1	1		2	2.00	I86
SBB	M16, I16	1	1		9	5.50	lock I86
SBB	M16, R16	1	1		9	5.50	lock I86
SBB	M32, I32	1	1		9	2.00	lock I86
SBB	M32, R32	1	1		9	2.00	lock I86
SBB	M64, I32	1	1		9	2.00	lock I86
SBB	M64, R64	1	1		9	2.00	lock I86
SBB	M8, I8	1	1		9	7.25	lock I86
SBB	M8, R8l	1	1		9	7.28	lock I86
SBB	R8l, I8	1	1		2	2.00	I86
REPE_SCASB		7	7			23.00	I86
SCASD		3	3		6	6.00	I386
REPNE_SCASD		7	7			23.00	I386
