;Intel Goldmont Plus (Atom)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			1.00	PREFETCH_NOP
ADC	M64, R64	1	1		16	14.00	lock I86
ADC	M8, I8	1	1		16	14.00	lock I86
ADC	M8, R8l	1	1		16	14.00	lock I86
ADC	R8l, I8	1	1		2	1.00	I86
ADD	AL, I8	1	1		1	0.67	I86
ADD	EAX, I32	1	1		1	0.67	I86
ADD	M16, I16	1	1			1.00	I86
ADD	M16, R16	1	1		5	1.00	I86
ADD	M32, I32	1	1			1.00	I86
ADD	M32, R32	1	1		4	1.00	I86
ADD	M64, I32	1	1			1.00	I86
ADD	M64, R64	1	1		4	1.00	I86
ADD	M8, I8	1	1			1.00	I86
ADD	M8, R8l	1	1		5	1.00	I86
ADD	R16, I16	1	1		1	0.35	I86
ADD	R16, M16	1	1		1	1.00	I86
ADD	R32, I32	1	1		1	0.44	I86
ADD	R32, M32	1	1		1	1.00	I86
ADD	R64, I32	1	1		1	0.50	I86
ADD	R64, M64	1	1		1	1.00	I86
ADD	R8h, I8	1	1		3	1.00	I86
ADD	R8l, M8	1	1		1	1.00	I86
ADD	R8h, R8h	1	1		2	1.00	I86
ADD	R8l, R8h	1	1		3	1.00	I86
ADD	R16, R16	1	1		1	0.33	I86
ADD	R64, R64	1	1		1	0.33	I86
ADD	R8h, R8l	1	1		3	1.00	I86
ADD	R8l, R8l	1	1		1	0.33	I86
ADD	R32, R32	1	1		1	0.33	I86
ADD	M16, 0	1	1			14.00	lock I86
ADD	M16, I8	1	1			14.00	lock I86
ADD	M32, 0	1	1			14.00	lock I86
ADD	M32, I8	1	1			14.00	lock I86
ADD	M64, 0	1	1			14.00	lock I86
ADD	M64, I8	1	1			14.00	lock I86
ADD	M8, 0	1	1			14.00	lock I86
ADD	M8, R8h	1	1		15	14.00	lock I86
ADD	R8l, 0	1	1		1	0.33	I86
AND	AL, 0	1	1		1	0.67	I86
AND	AX, I16	1	1		1	0.67	I86
AND	M16, 0	1	1			1.00	I86
AND	M16, I8	1	1			1.00	I86
AND	M32, 0	1	1			1.00	I86
AND	M32, I8	1	1			1.00	I86
AND	M64, 0	1	1			1.00	I86
AND	M64, I8	1	1			1.00	I86
AND	M8, 0	1	1			1.00	I86
AND	M8, R8h	1	1		6	1.00	I86
AND	R16, 0	1	1		1	0.33	I86
AND	R16, I8	1	1		1	0.33	I86
AND	R32, 0	1	1		1	0.33	I86
AND	R32, I8	1	1		1	0.33	I86
AND	R64, 0	1	1		1	0.33	I86
AND	R64, I8	1	1		1	0.33	I86
AND	R8h, 0	1	1		3	1.00	I86
AND	R8h, M8	1	1		3	1.00	I86
AND	RAX, I32	1	1		1	0.67	I86
AND	R8h, R8l	1	1		3	1.00	I86
AND	R8l, R8l	1	1		1	0.33	I86
AND	R32, R32	1	1		1	0.33	I86
AND	R8h, R8h	1	1		2	1.00	I86
AND	R8l, R8h	1	1		3	1.00	I86
AND	R16, R16	1	1		1	0.33	I86
AND	R64, R64	1	1		1	0.33	I86
AND	M16, I16	1	1			14.00	lock I86
AND	M16, R16	1	1		14	14.00	lock I86
AND	M32, I32	1	1			14.00	lock I86
AND	M32, R32	1	1		13	14.00	lock I86
AND	M64, I32	1	1			14.00	lock I86
AND	M64, R64	1	1		13	14.00	lock I86
AND	M8, I8	1	1			14.00	lock I86
AND	M8, R8l	1	1		14	14.00	lock I86
AND	R8l, I8	1	1		1	0.33	I86
BSF	R16, R16	11	11		11	8.00	I386
BSF	R32, R32	11	11		10	8.00	I386
BSF	R64, R64	11	11		10	8.00	I386
BSR	R16, R16	11	11		11	8.00	I386
BSR	R32, R32	11	11		10	8.00	I386
BSR	R64, R64	11	11		10	8.00	I386
BSWAP	R64	1	1		1	1.00	I486REAL
BT	M16, I8	1	1			1.00	I386
BT	M32, 0	1	1			1.00	I386
BT	M32, R32	8	8		8	9.00	I386
BT	M64, I8	1	1			1.00	I386
BT	R16, 0	1	1		2	1.00	I386
BT	R16, R16	1	1		2	1.00	I386
BT	R32, I8	1	1		2	1.00	I386
BT	R64, 0	1	1		2	1.00	I386
BT	R64, R64	1	1		2	1.00	I386
BTC	M16, I8	1	1			1.00	I386
BTC	M32, 0	1	1			1.00	I386
BTC	M32, R32	9	9		35	7.00	I386
BTC	M64, I8	1	1			1.00	I386
BTC	R16, 0	1	1		2	1.00	I386
BTC	R16, R16	1	1		2	1.00	I386
BTC	R32, I8	1	1		2	1.00	I386
BTC	R64, 0	1	1		2	1.00	I386
BTC	R64, R64	1	1		2	1.00	I386
BTC	M16, I8	1	1			14.00	lock I386
BTC	M32, 0	1	1			14.00	lock I386
BTC	M32, R32	9	9		44	14.75	lock I386
BTC	M64, I8	1	1			14.00	lock I386
BTR	M16, 0	1	1			1.00	I386
BTR	M16, R16	9	9		36	7.00	I386
BTR	M32, I8	1	1			1.00	I386
BTR	M64, 0	1	1			1.00	I386
BTR	M64, R64	9	9		35	7.00	I386
BTR	R16, I8	1	1		2	1.00	I386
BTR	R32, 0	1	1		2	1.00	I386
BTR	R32, R32	1	1		2	1.00	I386
BTR	R64, I8	1	1		2	1.00	I386
BTR	M16, 0	1	1			14.00	lock I386
BTR	M16, R16	9	9		45	14.75	lock I386
BTR	M32, I8	1	1			14.00	lock I386
BTR	M64, 0	1	1			14.00	lock I386
BTR	M64, R64	9	9		44	14.75	lock I386
BTS	M16, I8	1	1			1.00	I386
BTS	M32, 0	1	1			1.00	I386
BTS	M32, R32	9	9		35	7.00	I386
BTS	M64, I8	1	1			1.00	I386
BTS	R16, 0	1	1		2	1.00	I386
BTS	R16, R16	1	1		2	1.00	I386
BTS	R32, I8	1	1		2	1.00	I386
BTS	R64, 0	1	1		2	1.00	I386
BTS	R64, R64	1	1		2	1.00	I386
BTS	M16, I8	1	1			14.00	lock I386
BTS	M32, 0	1	1			14.00	lock I386
BTS	M32, R32	9	9		44	14.75	lock I386
BTS	M64, I8	1	1			14.00	lock I386
CALL	R64	1	1			3.17	I86
CBW		2	2		2	4.00	I86
CLC		1	1			1.00	I86
CLI		8	8			7.00	I86
CMC		1	1		1	1.00	I86
CMOVB	R16, R16	1	1		2	1.00	CMOV
CMOVB	R32, R32	1	1		2	1.00	CMOV
CMOVB	R64, R64	1	1		2	1.00	CMOV
CMOVBE	R16, R16	1	1		2	1.00	CMOV
CMOVBE	R32, R32	1	1		2	1.00	CMOV
CMOVBE	R64, R64	1	1		2	1.00	CMOV
CMOVL	R16, R16	1	1		2	1.00	CMOV
CMOVL	R32, R32	1	1		2	1.00	CMOV
CMOVL	R64, R64	1	1		2	1.00	CMOV
CMOVLE	R16, R16	1	1		2	1.00	CMOV
CMOVLE	R32, R32	1	1		2	1.00	CMOV
CMOVLE	R64, R64	1	1		2	1.00	CMOV
CMOVNB	R16, R16	1	1		2	1.00	CMOV
CMOVNB	R32, R32	1	1		2	1.00	CMOV
CMOVNB	R64, R64	1	1		2	1.00	CMOV
CMOVNBE	R16, R16	1	1		2	1.00	CMOV
CMOVNBE	R32, R32	1	1		2	1.00	CMOV
CMOVNBE	R64, R64	1	1		2	1.00	CMOV
CMOVNL	R16, R16	1	1		2	1.00	CMOV
CMOVNL	R32, R32	1	1		2	1.00	CMOV
CMOVNL	R64, R64	1	1		2	1.00	CMOV
CMOVNLE	R16, R16	1	1		2	1.00	CMOV
CMOVNLE	R32, R32	1	1		2	1.00	CMOV
CMOVNLE	R64, R64	1	1		2	1.00	CMOV
CMOVNO	R16, R16	1	1		2	1.00	CMOV
CMOVNO	R32, R32	1	1		2	1.00	CMOV
CMOVNO	R64, R64	1	1		2	1.00	CMOV
CMOVNP	R16, R16	1	1		2	1.00	CMOV
CMOVNP	R32, R32	1	1		2	1.00	CMOV
CMOVNP	R64, R64	1	1		2	1.00	CMOV
CMOVNS	R16, R16	1	1		2	1.00	CMOV
CMOVNS	R32, R32	1	1		2	1.00	CMOV
CMOVNS	R64, R64	1	1		2	1.00	CMOV
CMOVNZ	R16, R16	1	1		2	1.00	CMOV
CMOVNZ	R32, R32	1	1		2	1.00	CMOV
CMOVNZ	R64, R64	1	1		2	1.00	CMOV
CMOVO	R16, R16	1	1		2	1.00	CMOV
CMOVO	R32, R32	1	1		2	1.00	CMOV
CMOVO	R64, R64	1	1		2	1.00	CMOV
CMOVP	R16, R16	1	1		2	1.00	CMOV
CMOVP	R32, R32	1	1		2	1.00	CMOV
CMOVP	R64, R64	1	1		2	1.00	CMOV
CMOVS	R16, R16	1	1		2	1.00	CMOV
CMOVS	R32, R32	1	1		2	1.00	CMOV
CMOVS	R64, R64	1	1		2	1.00	CMOV
CMOVZ	R16, R16	1	1		2	1.00	CMOV
CMOVZ	R32, R32	1	1		2	1.00	CMOV
CMOVZ	R64, R64	1	1		2	1.00	CMOV
CMP	AL, I8	1	1		1	0.33	I86
CMP	EAX, I32	1	1		1	0.33	I86
CMP	M16, I16	1	1			1.00	I86
CMP	M16, R16	1	1		1	1.00	I86
CMP	M32, I32	1	1			1.00	I86
CMP	M32, R32	1	1		1	1.00	I86
CMP	M64, I32	1	1			1.00	I86
CMP	M64, R64	1	1		1	1.00	I86
CMP	M8, I8	1	1			1.00	I86
CMP	M8, R8l	1	1		1	1.00	I86
CMP	R16, I16	1	1		1	0.38	I86
CMP	R16, M16	1	1		1	1.00	I86
CMP	R32, I32	1	1		1	0.50	I86
CMP	R32, M32	1	1		1	1.00	I86
CMP	R64, I32	1	1		1	0.50	I86
CMP	R64, M64	1	1		1	1.00	I86
CMP	R8h, I8	1	1		3	1.00	I86
CMP	R8l, M8	1	1		1	1.00	I86
CMPSB		6	6		5	5.00	I86
REPNE_CMPSB		3	3			20.00	I86
REPE_CMPSD		3	3			20.00	I386
CMPSW		6	6		5	5.00	I86
REPNE_CMPSW		3	3			20.00	I86
CMPXCHG	M32, R32	8	8		13	6.00	I486REAL
CMPXCHG	M8, R8h	8	8		33	6.00	I486REAL
CMPXCHG	R16, R16	5	5		5	5.00	I486REAL
CMPXCHG	R64, R64	5	5		5	5.00	I486REAL
CMPXCHG	R8h, R8l	5	5		6	7.00	I486REAL
CMPXCHG	R8l, R8l	5	5		5	5.00	I486REAL
CMPXCHG8B	M64	14	14		17	15.58	lock PENTIUMREAL
CMPXCHG	M32, R32	8	8		17	14.06	lock I486REAL
CMPXCHG	M8, R8h	8	8		42	14.00	lock I486REAL
CMP	R8h, R8h	1	1		2	1.00	I86
CMP	R8l, R8h	1	1		3	1.00	I86
CMP	R16, R16	1	1		1	0.33	I86
CMP	R64, R64	1	1		1	0.33	I86
CMP	R8h, R8l	1	1		3	1.00	I86
CMP	R8l, R8l	1	1		1	0.33	I86
CMP	R32, R32	1	1		1	0.33	I86
CMP	R8l, 0	1	1		1	0.33	I86
CPUID		60	60			75.88	I486REAL
CWDE		1	1		1	1.00	I386
DEC	M32	1	1			1.00	I86
DEC	M8	1	1			1.00	I86
DEC	R32	1	1		2	1.00	I86
DEC	R8h	1	1		3	1.00	I86
DEC	M16	1	1			14.00	lock I86
DEC	M64	1	1			14.00	lock I86
DIV	M16	5	5			13.00	I86
DIV	M64	5	5			13.00	I86
DIV	R16	4	4			13.00	I86
DIV	R64	4	4			13.00	I86
DIV	R8l	1	1			11.00	I86
ENTER	I16, I8	29	29			87.25	I186
IDIV	M16	5	5			13.00	I86
IDIV	M64	5	5			13.00	I86
IDIV	R16	4	4			13.00	I86
IDIV	R64	4	4			13.00	I86
IDIV	R8l	1	1			11.00	I86
IMUL	M32	2	2		4	2.00	I86
IMUL	M8	3	3		4	4.00	I86
IMUL	R16, M16	3	3		4	4.00	I86
IMUL	R16, M16, I16	3	3		1	4.00	I186
IMUL	R16, R16	2	2		4	4.00	I86
IMUL	R16, R16, I16	2	2		4	4.00	I186
IMUL	R32	2	2		4	2.00	I86
IMUL	R32, M32, 0	1	1			1.00	I186
IMUL	R32, M32, I8	1	1			1.00	I186
IMUL	R32, R32, 0	1	1		3	1.00	I186
IMUL	R32, R32, I8	1	1		3	1.00	I186
IMUL	R64, M64	1	1		5	2.00	I86
IMUL	R64, M64, I32	1	1			2.00	I186
IMUL	R64, R64	1	1		5	2.00	I86
IMUL	R64, R64, I32	1	1		5	2.00	I186
IMUL	R8h	3	3		5	4.00	I86
IN	AL, 0	86	86			6838.12	I86
IN	AL, I8	86	86			7300.08	I86
IN	AX, DX	86	86			7648.58	I86
IN	EAX, 0	86	86			6962.80	I86
IN	EAX, I8	86	86			14840.57	I86
INC	M32	1	1			1.00	I86
INC	M8	1	1			1.00	I86
INC	R32	1	1		2	1.00	I86
INC	R8h	1	1		3	1.00	I86
INC	M16	1	1			14.00	lock I86
INC	M64	1	1			14.00	lock I86
INSB		87	87			7303.13	I186
REP_INSB		33	33			83.00	I186
REP_INSD		33	33			83.00	I386
INSW		87	87			7540.27	I186
REP_INSW		33	33			83.00	I186
JB	Rel32	1	1			3.00	I86
JBE	Rel32	1	1			3.00	I86
JL	Rel32	1	1			3.00	I86
JLE	Rel32	1	1			3.00	I86
JMP	M64	1	1			3.30	I86
JMP	Rel32	1	1			4.70	I86
JNB	Rel8	1	1			2.98	I86
JNBE	Rel8	1	1			2.98	I86
JNL	Rel8	1	1			3.02	I86
JNLE	Rel8	1	1			3.04	I86
JNO	Rel8	1	1			3.00	I86
JNP	Rel8	1	1			3.00	I86
JNS	Rel8	1	1			2.89	I86
JNZ	Rel8	1	1			3.00	I86
JO	Rel8	1	1			3.00	I86
JP	Rel8	1	1			3.00	I86
JS	Rel32	1	1			3.00	I86
JZ	Rel32	1	1			3.00	I86
LAHF		1	1		2	1.00	LAHF
LAR	R16, R16	21	21		62	71.25	I286PROTECTED
LAR	R32, R32	21	21		62	71.00	I286PROTECTED
LAR	R64, R64	21	21		62	71.00	I286PROTECTED
LEAVE		4	4		4	6.00	I186
LEA	R32	1	1			0.33	I86
LEA	R16	2	2		1	4.00	I86
LEA	R64	1	1			0.50	I86
LEA	R64	1	1			1.00	I86
LEA	R32	1	1			1.00	I86
LEA	R32	1	1			0.44	I86
LLDT	M16	26	26			108.50	I286PROTECTED
LMSW	M16	22	22			57.50	I286REAL
LODSB		3	3			4.00	I86
REP_LODSB		3	3			20.00	I86
REP_LODSD		3	3			20.00	I386
LODSW		3	3			4.00	I86
REP_LODSW		3	3			20.00	I86
LOOPE	Rel8	9	9		17	24.38	I86
LSL	R16, M16	22	22		105	39.75	I286PROTECTED
LSL	R32, M16	22	22		67	39.75	I286PROTECTED
LSL	R64, M16	22	22		67	39.75	I286PROTECTED
MOV	AX, Moffs16	1	1		5	1.00	I86
MOV	M16, I16	1	1			1.00	I86
MOV	M16, SEG	3	3			4.00	I86
MOV	M32, R32	1	1		4	1.00	I86
MOV	M64, R64	1	1		4	1.00	I86
MOV	M8, I8	1	1			1.00	I86
MOV	M8, R8l	1	1		5	1.00	I86
MOV	Moffs32, EAX	1	1		4	1.00	I86
MOV	Moffs8, AL	1	1		5	1.00	I86
MOV	R16, M16	1	1		1	1.00	I86
MOV	R32, I32	1	1			0.35	I86
MOV	R32, SEG	1	1			1.00	I86
MOV	R64, I64	1	1			0.62	I86
MOV	R64, SEG	1	1			1.00	I86
MOV	R8h, I8	1	1		1	1.00	I86
MOV	R8l, 0	1	1		1	0.33	I86
MOV	R8l, M8	1	1		1	1.00	I86
MOVSB		5	5			5.00	I86
REP_MOVSB		24	24			27.00	I86
REP_MOVSD		24	24			27.00	I386
MOVSW		5	5			5.00	I86
REP_MOVSW		24	24			27.00	I86
MOVSX	R16, R8h	2	2		2	4.00	I386
MOVSX	R32, M16	1	1			1.00	I386
MOVSX	R32, R16	1	1		1	1.00	I386
MOVSX	R32, R8l	1	1		1	1.00	I386
MOVSX	R64, M8	1	1			1.00	I386
MOVSX	R64, R8l	1	1		1	1.00	I386
MOVZX	R16, R8h	2	2		2	4.00	I386
MOVZX	R32, M16	1	1			1.00	I386
MOVZX	R32, R16	1	1		1	1.00	I386
MOVZX	R32, R8l	1	1		1	1.00	I386
MOVZX	R64, M8	1	1			1.00	I386
MOVZX	R64, R8l	1	1		1	1.00	I386
MOV	R8h, R8l	1	1		1	1.00	I86
MOV	R8l, R8l	1	1		1	0.33	I86
MOV	R32, R32	1	1		0	0.33	I86
MOV	R8h, R8h	1	1		1	1.00	I86
MOV	R8l, R8h	1	1		1	1.00	I86
MOV	R16, R16	1	1		1	0.33	I86
MOV	R64, R64	1	1		0	0.33	I86
MOV_CR	R64, CR	9	9			15.00	I86
MOV_DR	R64, DR	16	16		92	41.00	I86
MUL	M32	2	2		4	2.00	I86
MUL	M8	3	3		4	4.00	I86
MUL	R32	2	2		4	2.00	I86
MUL	R8h	3	3		5	4.00	I86
NEG	M16	1	1			1.00	I86
NEG	M64	1	1			1.00	I86
NEG	R16	1	1		1	1.00	I86
NEG	R64	1	1		1	0.33	I86
NEG	R8l	1	1		1	1.00	I86
NEG	M32	1	1			14.00	lock I86
NEG	M8	1	1			14.00	lock I86
NOP	M16	1	1			0.33	FAT_NOP
NOP	M64	1	1			0.33	FAT_NOP
NOP	R32	1	1			0.33	FAT_NOP
NOT	M16	1	1			1.00	I86
NOT	M64	1	1			1.00	I86
NOT	R16	1	1		1	0.33	I86
NOT	R64	1	1		1	0.33	I86
NOT	R8l	1	1		1	0.33	I86
NOT	M32	1	1			14.00	lock I86
NOT	M8	1	1			14.00	lock I86
OR	AL, I8	1	1		1	0.67	I86
OR	EAX, I32	1	1		1	0.67	I86
OR	M16, I16	1	1			1.00	I86
OR	M16, R16	1	1		5	1.00	I86
OR	M32, I32	1	1			1.00	I86
OR	M32, R32	1	1		4	1.00	I86
OR	M64, I32	1	1			1.00	I86
OR	M64, R64	1	1		4	1.00	I86
OR	M8, I8	1	1			1.00	I86
OR	M8, R8l	1	1		5	1.00	I86
OR	R16, I16	1	1		1	0.35	I86
OR	R16, M16	1	1		1	1.00	I86
OR	R32, I32	1	1		1	0.44	I86
OR	R32, M32	1	1		1	1.00	I86
OR	R64, I32	1	1		1	0.50	I86
OR	R64, M64	1	1		1	1.00	I86
OR	R8h, I8	1	1		3	1.00	I86
OR	R8l, M8	1	1		1	1.00	I86
OR	R8h, R8h	1	1		2	1.00	I86
OR	R8l, R8h	1	1		3	1.00	I86
OR	R16, R16	1	1		1	0.33	I86
OR	R64, R64	1	1		1	0.33	I86
OR	R8h, R8l	1	1		3	1.00	I86
OR	R8l, R8l	1	1		1	0.33	I86
OR	R32, R32	1	1		1	0.33	I86
OR	M16, 0	1	1			14.00	lock I86
OR	M16, I8	1	1			14.00	lock I86
OR	M32, 0	1	1			14.00	lock I86
OR	M32, I8	1	1			14.00	lock I86
OR	M64, 0	1	1			14.00	lock I86
OR	M64, I8	1	1			14.00	lock I86
OR	M8, 0	1	1			14.00	lock I86
OR	M8, R8h	1	1		15	14.00	lock I86
OR	R8l, 0	1	1		1	0.33	I86
OUT	0, AL	76	76			5736.28	I86
OUT	0, EAX	76	76			5810.53	I86
OUT	DX, AX	76	76			7781.97	I86
OUT	I8, AL	76	76			7346.87	I86
OUT	I8, EAX	76	76			14386.03	I86
REP_OUTSB		34	34			101.40	I186
OUTSD		78	78			14732.28	I386
REP_OUTSD		34	34			101.40	I386
REP_OUTSW		34	34			101.40	I186
POP	M16	7	7			6.00	I86
POP	R16	3	3		1	3.97	I86
POPF		24	24			31.25	I86
PUSH	FS	3	3			4.00	I86
PUSH	I32	1	1			1.00	I186
PUSH	M16	2	2			1.00	I86
PUSH	R16	1	1		5	1.00	I86
PUSHF		11	11		15	16.00	I86
PUSH	I16	1	1			1.00	I186
RCL	M16, 0	18	18			16.00	I186
RCL	M16, CL	18	18		48	18.00	I86
RCL	M32, 0	18	18			16.00	I186
RCL	M32, CL	18	18		48	18.00	I86
RCL	M64, 0	18	18			16.00	I186
RCL	M64, CL	18	18		48	18.00	I86
RCL	M8, 0	18	18			16.00	I186
RCL	M8, CL	18	18		48	18.00	I86
RCL	R16, 0	15	15		8	13.00	I186
RCL	R16, CL	15	15		10	15.00	I86
RCL	R32, 0	15	15		8	13.00	I186
RCL	R32, CL	15	15		10	15.00	I86
RCL	R64, 0	15	15		8	13.00	I186
RCL	R64, CL	15	15		10	15.00	I86
RCL	R8h, 0	14	14		9	9.00	I186
RCL	R8h, CL	14	14		10	11.00	I86
RCL	R8l, CL	15	15		10	15.00	I86
RCL	R8l, 1	1	1		2	1.00	I86
RCL	R8l, 0	15	15		8	13.00	I186
RCL	R8l, I8	15	15		8	13.00	I186
RCR	M16, 1	13	13		13	13.00	I86
RCR	M16, I8	16	16		14	14.00	I186
RCR	M32, 1	13	13		13	13.00	I86
RCR	M32, I8	16	16		14	14.00	I186
RCR	M64, 1	13	13		13	13.00	I86
RCR	M64, I8	16	16		14	14.00	I186
RCR	M8, 1	13	13		13	13.00	I86
RCR	M8, I8	16	16		14	14.00	I186
RCR	R16, 1	10	10		6	10.00	I86
RCR	R16, I8	13	13		7	11.00	I186
RCR	R32, 1	10	10		6	10.00	I86
RCR	R32, I8	13	13		7	11.00	I186
RCR	R64, 1	10	10		6	10.00	I86
RCR	R64, I8	13	13		7	11.00	I186
RCR	R8h, 1	10	10		7	11.00	I86
RCR	R8h, I8	12	12		8	9.00	I186
RCR	R8l, 0	13	13		6	11.00	I186
RCR	R8l, I8	13	13		7	11.00	I186
RCR	R8l, 1	10	10		6	10.00	I86
RDMSR		58	58			50.00	PENTIUMREAL
RDTSC		19	19			20.00	PENTIUMREAL
RET	I16	3	3			23.64	I86
ROL	M16, 1	1	1			1.00	I86
ROL	M16, I8	1	1			1.00	I186
ROL	M32, 1	1	1			1.00	I86
ROL	M32, I8	1	1			1.00	I186
ROL	M64, 1	1	1			1.00	I86
ROL	M64, I8	1	1			1.00	I186
ROL	M8, 1	1	1			1.00	I86
ROL	M8, I8	1	1			1.00	I186
ROL	R16, 1	1	1		2	1.00	I86
ROL	R16, I8	1	1		2	1.00	I186
ROL	R32, 1	1	1		2	1.00	I86
ROL	R32, I8	1	1		2	1.00	I186
ROL	R64, 1	1	1		2	1.00	I86
ROL	R64, I8	1	1		2	1.00	I186
ROL	R8h, 1	1	1		3	1.00	I86
ROL	R8h, I8	1	1		3	1.00	I186
ROL	R8l, 0	1	1		1	1.00	I186
ROL	R8l, I8	1	1		2	1.00	I186
ROL	R8l, 1	1	1		2	1.00	I86
ROR	M16, 0	1	1			1.00	I186
ROR	M16, CL	1	1		6	1.00	I86
ROR	M32, 0	1	1			1.00	I186
ROR	M32, CL	1	1		6	1.00	I86
ROR	M64, 0	1	1			1.00	I186
ROR	M64, CL	1	1		6	1.00	I86
ROR	M8, 0	1	1			1.00	I186
ROR	M8, CL	1	1		6	1.00	I86
ROR	R16, 0	1	1		1	1.00	I186
ROR	R16, CL	1	1		3	1.00	I86
ROR	R32, 0	1	1		1	1.00	I186
ROR	R32, CL	1	1		3	1.00	I86
ROR	R64, 0	1	1		1	1.00	I186
ROR	R64, CL	1	1		3	1.00	I86
ROR	R8h, 0	1	1		1	1.00	I186
ROR	R8h, CL	1	1		3	1.00	I86
ROR	R8l, CL	1	1		3	1.00	I86
ROR	R8l, 1	1	1		2	1.00	I86
ROR	R8l, 0	1	1		1	1.00	I186
ROR	R8l, I8	1	1		2	1.00	I186
SAHF		1	1		2	1.00	LAHF
SAR	M16, 1	1	1			1.00	I86
SAR	M16, I8	1	1			1.00	I186
SAR	M32, 1	1	1			1.00	I86
SAR	M32, I8	1	1			1.00	I186
SAR	M64, 1	1	1			1.00	I86
SAR	M64, I8	1	1			1.00	I186
SAR	M8, 1	1	1			1.00	I86
SAR	M8, I8	1	1			1.00	I186
SAR	R16, 1	1	1		1	1.00	I86
SAR	R16, I8	1	1		1	1.00	I186
SAR	R32, 1	1	1		1	1.00	I86
SAR	R32, I8	1	1		1	1.00	I186
SAR	R64, 1	1	1		1	1.00	I86
SAR	R64, I8	1	1		1	1.00	I186
SAR	R8h, 1	1	1		2	1.00	I86
SAR	R8h, I8	1	1		2	1.00	I186
SAR	R8l, 0	1	1		1	1.00	I186
SAR	R8l, I8	1	1		1	1.00	I186
SAR	R8l, 1	1	1		1	1.00	I86
SBB	AL, 0	1	1		2	1.00	I86
SBB	AX, I16	1	1		2	1.00	I86
SBB	M16, 0	1	1		6	1.00	I86
SBB	M16, I8	1	1		6	1.00	I86
SBB	M32, 0	1	1		6	1.00	I86
SBB	M32, I8	1	1		6	1.00	I86
SBB	M64, 0	1	1		6	1.00	I86
SBB	M64, I8	1	1		6	1.00	I86
SBB	M8, 0	1	1		6	1.00	I86
SBB	M8, R8h	1	1		6	1.00	I86
SBB	R16, 0	1	1		2	1.00	I86
SBB	R16, I8	1	1		2	1.00	I86
SBB	R32, 0	1	1		2	1.00	I86
SBB	R32, I8	1	1		2	1.00	I86
SBB	R64, 0	1	1		2	1.00	I86
SBB	R64, I8	1	1		2	1.00	I86
SBB	R8h, 0	1	1		2	1.00	I86
SBB	R8h, M8	1	1		3	1.00	I86
SBB	RAX, I32	1	1		2	1.00	I86
SBB	R8h, R8l	1	1		2	1.00	I86
SBB	R8l, R8l	1	1		2	1.00	I86
SBB	R32, R32	1	1		2	1.00	I86
SBB	R8h, R8h	1	1		3	1.00	I86
SBB	R8l, R8h	1	1		3	1.00	I86
SBB	R16, R16	1	1		2	1.00	I86
SBB	R64, R64	1	1		2	1.00	I86
SBB	M16, I16	1	1		16	14.00	lock I86
SBB	M16, R16	1	1		16	14.00	lock I86
SBB	M32, I32	1	1		16	14.00	lock I86
SBB	M32, R32	1	1		16	14.00	lock I86
