CMPXCHG8B	m,r	14	todo	todo	7		
;LOCK CMPXCHG8B	m,r	18	todo	todo	22		
CMPXCHG16B	m,r	22	todo	todo	16		
;LOCK CMPXCHG16B	m,r	24	todo	todo	27		

;Other			todo	todo			
;NOP		1	todo	todo		0.25	
PAUSE		7	todo	todo		10	
ENTER	a,0	12	todo	todo		8	
ENTER	a,b	45+7b	todo	todo	84+3b		
LEAVE		3	todo	todo		6	
XGETBV		8	todo	todo		9	XGETBV
CPUID		37-82	todo	todo	100-340		
RDTSC		21	todo	todo		27	
RDPMC		35	todo	todo		39	
RDRAND	r	13	todo	todo		104-117	RDRAND

;Floating point x87 instructions			todo	todo			
;Instruction	Operands	?ops fused domain	todo	todo	Latency	Reci-procal through-put	Comments

;Move instructions			todo	todo			
FLD	r	1	todo	todo	1	1	
FLD	m32/64	1	todo	todo	3	1	
FLD	m80	4	todo	todo	5	2	
FBLD	m80	43	todo	todo	45	21	
FST(P)	r	1	todo	todo	1	1	
FST(P)	m32/m64	1	todo	todo	4	1	
FSTP	m80	7	todo	todo	5	5	
FBSTP	m80	243	todo	todo		252	
FXCH	r	1	todo	todo	0	0.5	
FILD	m	1	todo	todo	6	1	
FIST(P)	m	3	todo	todo	7	1	
FISTTP	m	3	todo	todo	7	2	SSE3
FLDZ		1	todo	todo			
FLD1		2	todo	todo			
FLDPI FLDL2E etc.		2	todo	todo		2	
FCMOVcc	r	3	todo	todo	2	2	
FNSTSW	AX	2	todo	todo	4	1	
FNSTSW	m16	2	todo	todo		1	
FLDCW	m16	3	todo	todo		3	
FNSTCW	m16	2	todo	todo		1	
FINCSTP FDECSTP		1	todo	todo	1	1	
FFREE(P)	r	1	todo	todo		1	
FNSAVE	m	143	todo	todo		167	
FRSTOR	m	90	todo	todo		162	

;Arithmetic instructions			todo	todo			
FADD(P) FSUB(R)(P)	r	1	todo	todo	3	1	
FADD(P) FSUB(R)(P)	m	2	todo	todo		1	
FMUL(P)	r	1	todo	todo	5	1	
FMUL(P)	m	2	todo	todo		1	
FDIV(R)(P)	r	1	todo	todo	10-24	8-18	
FDIV(R)(P)	m	2	todo	todo		8-18	
FABS		1	todo	todo	1	1	
FCHS		1	todo	todo	1	1	
FCOM(P) FUCOM	r	1	todo	todo	3	1	
FCOM(P) FUCOM	m	1	todo	todo		1	
FCOMPP FUCOMPP		2	todo	todo	4	1	
FCOMI(P) FUCOMI(P)	r	3	todo	todo	5	1	
FIADD FISUB(R)	m	2	todo	todo		2	
FIMUL	m	2	todo	todo		2	
FIDIV(R)	m	2	todo	todo			
FICOM(P)	m	2	todo	todo		2	
FTST		1	todo	todo		1	
FXAM		2	todo	todo		2	
FPREM		28	todo	todo	21-26	12	
FPREM1		41	todo	todo	27-50	19	
FRNDINT		17	todo	todo	22	11	

;Math			todo	todo			
FSCALE		25	todo	todo	49	49	
FXTRACT		17	todo	todo	10	10	
FSQRT		1	todo	todo	10-23	8-17	
FSIN		21-78	todo	todo	47-106	47-106	
FCOS		23-100	todo	todo	48-115	48-115	
FSINCOS		20-110	todo	todo	50-123	50-123	
F2XM1		16-23	todo	todo	~68	~68	
FYL2X 		42	todo	todo	90-106		
FYL2XP1		56	todo	todo	82		
FPTAN		102	todo	todo	130		
FPATAN		28-72	todo	todo	94-150		

;Other			todo	todo			
FNOP		1	todo	todo		1	
WAIT		2	todo	todo		1	
FNCLEX		5	todo	todo		22	
FNINIT		26	todo	todo		80	

;Integer MMX and XMM instructions			todo	todo			
;Instruction	Operands	?ops fused domain	todo	todo	Latency	Reci-procal through-put	Comments

;Move instructions			todo	todo			
MOVD	r32/64,(x)mm	1	todo	todo	1	1	
MOVD	m32/64,(x)mm	1	todo	todo	3	1	
MOVD	(x)mm,r32/64	1	todo	todo	1	1	
MOVD	(x)mm,m32/64	1	todo	todo	3	0.5	
MOVQ	(x)mm,(x)mm	1	todo	todo	1	0.33	
MOVQ	(x)mm,m64	1	todo	todo	3	0.5	
MOVQ	m64, (x)mm	1	todo	todo	3	1	
MOVDQA MOVDQU	x,x	1	todo	todo	0-1	0.25	eliminat.
MOVDQA MOVDQU	x, m128	1	todo	todo	3	0.5	
MOVDQA MOVDQU	m128, x	1	todo	todo	3	1	
LDDQU	x, m128	1	todo	todo	3	0.5	SSE3
MOVDQ2Q	mm, x	2	todo	todo	1	1	
MOVQ2DQ	x,mm	1	todo	todo	1	0.33	
MOVNTQ	m64,mm	1	todo	todo	~360	1	
MOVNTDQ	m128,x	1	todo	todo	~360	1	
MOVNTDQA	x, m128	1	todo	todo	3	0.5	SSE4.1
PACKSSWB/DW PACKUSWB	mm,mm	1	todo	todo	1	1	
PACKSSWB/DW PACKUSWB	mm,m64	1	todo	todo		1	
PACKSSWB/DW PACKUSWB	x,x	1	todo	todo	1	0.5	
PACKSSWB/DW PACKUSWB	x,m128	1	todo	todo	1	0.5	
PACKUSDW	x,x	1	todo	todo	1	0.5	SSE4.1
PACKUSDW	x,m	1	todo	todo		0.5	SSE4.1
PUNPCKH/LBW/WD/DQ	(x)mm,(x)mm	1	todo	todo	1	0.5	
PUNPCKH/LBW/WD/DQ	(x)mm,m	1	todo	todo		0.5	
PUNPCKH/LQDQ	x,x	1	todo	todo	1	0.5	
PUNPCKH/LQDQ	x, m128	2	todo	todo		0.5	
PMOVSX/ZXBW	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXBW	x,m64	1	todo	todo		0.5	SSE4.1
PMOVSX/ZXBD	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXBD	x,m32	1	todo	todo		0.5	SSE4.1
PMOVSX/ZXBQ	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXBQ	x,m16	1	todo	todo		0.5	SSE4.1
PMOVSX/ZXWD	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXWD	x,m64	1	todo	todo		0.5	SSE4.1
PMOVSX/ZXWQ	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXWQ	x,m32	1	todo	todo		0.5	SSE4.1
PMOVSX/ZXDQ	x,x	1	todo	todo	1	0.5	SSE4.1
PMOVSX/ZXDQ	x,m64	1	todo	todo		0.5	SSE4.1
PSHUFB	(x)mm,(x)mm	1	todo	todo	1	0.5	SSSE3
PSHUFB	(x)mm,m	2	todo	todo		0.5	SSSE3
PSHUFW 	mm,mm,i	1	todo	todo	1	0.5	
PSHUFW 	mm,m64,i	2	todo	todo		0.5	
PSHUFD	xmm,x,i	1	todo	todo	1	0.5	
PSHUFD	x,m128,i	2	todo	todo		0.5	
PSHUFL/HW	x,x,i	1	todo	todo	1	0.5	
PSHUFL/HW	x, m128,i	2	todo	todo		0.5	
PALIGNR 	(x)mm,(x)mm,i	1	todo	todo	1	0.5	SSSE3
PALIGNR	(x)mm,m,i	2	todo	todo		0.5	SSSE3
PBLENDVB	x,x,xmm0	2	todo	todo	2	1	SSE4.1
PBLENDVB	x,m,xmm0	3	todo	todo		1	SSE4.1
PBLENDW	x,x,i	1	todo	todo	1	0.5	SSE4.1
PBLENDW	x,m,i	2	todo	todo		0.5	SSE4.1
MASKMOVQ	mm,mm	4	todo	todo		1	
MASKMOVDQU	x,x	10	todo	todo		6	
PMOVMSKB	r32,(x)mm	1	todo	todo	2	1	
PEXTRB	r32,x,i	2	todo	todo	2	1	SSE4.1
PEXTRB	m8,x,i	2	todo	todo		1	SSE4.1
PEXTRW 	r32,(x)mm,i	2	todo	todo	2	1	
PEXTRW	m16,(x)mm,i	2	todo	todo		1	SSE4.1
PEXTRD	r32,x,i	2	todo	todo	2	1	SSE4.1
PEXTRD	m32,x,i	2	todo	todo		1	SSE4.1
PEXTRQ	r64,x,i	2	todo	todo	2	1	SSE4.1
PEXTRQ	m64,x,i	2	todo	todo		1	
PINSRB	x,r32,i	2	todo	todo	2	1	SSE4.1
PINSRB	x,m8,i	2	todo	todo		0.5	SSE4.1
PINSRW 	(x)mm,r32,i	2	todo	todo	2	1	
PINSRW 	(x)mm,m16,i	2	todo	todo		0.5	
PINSRD	x,r32,i	2	todo	todo	2	1	SSE4.1
PINSRD	x,m32,i	2	todo	todo		0.5	SSE4.1
PINSRQ	x,r64,i	2	todo	todo	2	1	SSE4.1
PINSRQ	x,m64,i	2	todo	todo		0.5	SSE4.1

;Arithmetic instructions			todo	todo			
PADD/SUB(U,S)B/W/D/Q	(x)mm, (x)mm	1	todo	todo	1	0.5	
PADD/SUB(U,S)B/W/D/Q	(x)mm,m	1	todo	todo		0.5	
PHADD/SUB(S)W/D	(x)mm, (x)mm	3	todo	todo	3	1.5	SSSE3
PHADD/SUB(S)W/D	(x)mm,m64	4	todo	todo		1.5	SSSE3
PCMPEQ/GTB/W/D	(x)mm,(x)mm	1	todo	todo	1	0.5	
PCMPEQ/GTB/W/D	(x)mm,m	1	todo	todo		0.5	
PCMPEQQ	x,x	1	todo	todo	1	0.5	SSE4.1
PCMPEQQ	x,m128	1	todo	todo		0.5	SSE4.1
PCMPGTQ	x,x	1	todo	todo	5	1	SSE4.2
PCMPGTQ	x,m128	1	todo	todo		1	SSE4.2
PMULL/HW PMULHUW	(x)mm,(x)mm	1	todo	todo	5	1	
PMULL/HW PMULHUW	(x)mm,m	1	todo	todo		1	
PMULHRSW	(x)mm,(x)mm	1	todo	todo	5	1	SSSE3
PMULHRSW	(x)mm,m	1	todo	todo		1	SSSE3
PMULLD	x,x	1	todo	todo	5	1	SSE4.1
PMULLD	x,m128	2	todo	todo		1	SSE4.1
PMULDQ	x,x	1	todo	todo	5	1	SSE4.1
PMULDQ	x,m128	1	todo	todo		1	SSE4.1
PMULUDQ	(x)mm,(x)mm	1	todo	todo	5	1	
PMULUDQ	(x)mm,m	1	todo	todo		1	
PMADDWD	(x)mm,(x)mm	1	todo	todo	5	1	
PMADDWD	(x)mm,m	1	todo	todo		1	
PMADDUBSW	(x)mm,(x)mm	1	todo	todo	5	1	SSSE3
PMADDUBSW	(x)mm,m	1	todo	todo		1	SSSE3
PAVGB/W	(x)mm,(x)mm	1	todo	todo	1	0.5	
PAVGB/W	(x)mm,m	1	todo	todo		0.5	
PMIN/MAXSB	x,x	1	todo	todo	1	0.5	SSE4.1
PMIN/MAXSB	x,m128	1	todo	todo		0.5	SSE4.1
PMIN/MAXUB	(x)mm,(x)mm	1	todo	todo	1	0.5	
PMIN/MAXUB	(x)mm,m	1	todo	todo		0.5	
PMIN/MAXSW	(x)mm,(x)mm	1	todo	todo	1	0.5	
PMIN/MAXSW	(x)mm,m	1	todo	todo		0.5	
PMIN/MAXUW	x,x	1	todo	todo	1	0.5	SSE4.1
PMIN/MAXUW	x,m	1	todo	todo		0.5	SSE4.1
PMIN/MAXU/SD	x,x	1	todo	todo	1	0.5	SSE4.1
PMIN/MAXU/SD	x,m128	1	todo	todo		0.5	SSE4.1
PHMINPOSUW	x,x	1	todo	todo	5	1	SSE4.1
PHMINPOSUW	x,m128	1	todo	todo		1	SSE4.1
PABSB/W/D	(x)mm,(x)mm	1	todo	todo	1	0.5	SSSE3
PABSB/W/D	(x)mm,m	1	todo	todo		0.5	SSSE3
PSIGNB/W/D	(x)mm,(x)mm	1	todo	todo	1	0.5	SSSE3
PSIGNB/W/D	(x)mm,m	1	todo	todo		0.5	SSSE3
PSADBW	(x)mm,(x)mm	1	todo	todo	5	1	
PSADBW	(x)mm,m	1	todo	todo		1	
MPSADBW	x,x,i	3	todo	todo	6	1	SSE4.1
MPSADBW	x,m,i	4	todo	todo		1	SSE4.1

;Logic instructions			todo	todo			
PAND(N) POR PXOR	(x)mm,(x)mm	1	todo	todo	1	0.33	
PAND(N) POR PXOR	(x)mm,m	1	todo	todo		0.5	
PTEST	x,x	2	todo	todo	1	1	SSE4.1
PTEST	x,m128	3	todo	todo		1	SSE4.1
PSLL/RL/RAW/D/Q	mm,mm/i	1	todo	todo	1	1	
PSLL/RL/RAW/D/Q	mm,m64	1	todo	todo		1	
PSLL/RL/RAW/D/Q	xmm,i	1	todo	todo	1	1	
PSLL/RL/RAW/D/Q	x,x	2	todo	todo	2	1	
PSLL/RL/RAW/D/Q	x,m128	3	todo	todo		1	
PSLL/RLDQ	x,i	1	todo	todo	1	0.5	

;String instructions			todo	todo			
PCMPESTRI	x,x,i	8	todo	todo	4	4	SSE4.2
PCMPESTRI	x,m128,i	8	todo	todo		4	SSE4.2
PCMPESTRM	x,x,i	8	todo	todo	12	4	SSE4.2
PCMPESTRM	x,m128,i	8	todo	todo		4	SSE4.2
PCMPISTRI	x,x,i	3	todo	todo	3		SSE4.2
PCMPISTRI	x,m128,i	4	todo	todo		3	SSE4.2
PCMPISTRM	x,x,i	3	todo	todo	11		SSE4.2
PCMPISTRM	x,m128,i	4	todo	todo		3	SSE4.2

;Encryption instructions			todo	todo			
PCLMULQDQ	x,x,i	18	todo	todo	14	8	CLMUL
PCLMULQDQ	x,m,i	18	todo	todo		8	CLMUL
AESDEC, AESDECLAST, AESENC, AESENCLAST	x,x	2	todo	todo	4	1	AES
AESDEC, AESDECLAST, AESENC, AESENCLAST	x,m	3	todo	todo		1	AES
AESIMC	x,x	2	todo	todo	14	2	AES
AESIMC	x,m	3	todo	todo		2	AES
AESKEYGENASSIST	x,x,i	11	todo	todo	10	8	AES
AESKEYGENASSIST	x,m,i	11	todo	todo		7	AES

;Other			todo	todo			
EMMS		31	todo	todo		18	

;Floating point XMM and YMM instructions			todo	todo			
;Instruction	Operands	?ops fused domain	todo	todo	Latency	Reci-procal through-put	Comments

;Move instructions			todo	todo			
MOVAPS/D	x,x	1	todo	todo	0-1	?1	elimin.
VMOVAPS/D	y,y	1	todo	todo	0-1	?1	elimin.
MOVAPS/D MOVUPS/D	x,m128	1	todo	todo	3	0.5	
VMOVAPS/D VMOVUPS/D	y,m256	1	todo	todo	4	1	AVX
MOVAPS/D MOVUPS/D	m128,x	1	todo	todo	3	1	
VMOVAPS/D VMOVUPS/D	m256,y	1	todo	todo	4	2	AVX
MOVSS/D	x,x	1	todo	todo	1	1	
MOVSS/D	x,m32/64	1	todo	todo	3	0.5	
MOVSS/D	m32/64,x	1	todo	todo	3	1	
MOVHPS/D MOVLPS/D	x,m64	2	todo	todo	4	1	
MOVH/LPS/D	m64,x	2	todo	todo	3	1	
MOVLHPS MOVHLPS	x,x	1	todo	todo	1	1	
MOVMSKPS/D	r32,x	1	todo	todo	2	1	
VMOVMSKPS/D	r32,y	1	todo	todo	2	1	
MOVNTPS/D	m128,x	1	todo	todo	~380	1	
VMOVNTPS/D	m256,y	1	todo	todo	~380	2	AVX
SHUFPS/D	x,x,i	1	todo	todo	1	1	
SHUFPS/D	x,m128,i	2	todo	todo		1	
VSHUFPS/D	y,y,y,i	1	todo	todo	1	1	AVX
VSHUFPS/D	y, y,m256,i	2	todo	todo		1	AVX
VPERMILPS/PD	x,x,x/i	1	todo	todo	1	1	AVX
VPERMILPS/PD	y,y,y/i	1	todo	todo	1	1	AVX
VPERMILPS/PD	x,x,m	2	todo	todo		1	AVX
VPERMILPS/PD	y,y,m	2	todo	todo		1	AVX
VPERMILPS/PD	x,m,i	2	todo	todo		1	AVX
VPERMILPS/PD	y,m,i	2	todo	todo		1	AVX
VPERM2F128	y,y,y,i	1	todo	todo	2	1	AVX
VPERM2F128	y,y,m,i	2	todo	todo		1	AVX
BLENDPS/PD	x,x,i	1	todo	todo	1	0.5	SSE4.1
BLENDPS/PD	x,m128,i	2	todo	todo		0.5	SSE4.1
VBLENDPS/PD	y,y,i	1	todo	todo	1	0.5	AVX
VBLENDPS/PD	y,m256,i	2	todo	todo		1	AVX
BLENDVPS/PD	x,x,xmm0	2	todo	todo	2	1	SSE4.1
BLENDVPS/PD	x,m,xmm0	3	todo	todo		1	SSE4.1
VBLENDVPS/PD	y,y,y,y	2	todo	todo	2	1	AVX
VBLENDVPS/PD	y,y,m,y	3	todo	todo		1	AVX
MOVDDUP	x,x	1	todo	todo	1	1	SSE3
MOVDDUP	x,m64	1	todo	todo	3	0.5	SSE3
VMOVDDUP	y,y	1	todo	todo	1	1	AVX
VMOVDDUP	y,m256	1	todo	todo	3	1	AVX
VBROADCASTSS	x,m32	1	todo	todo	4	0.5	AVX
VBROADCASTSS	y,m32	2	todo	todo	5	1	AVX
VBROADCASTSD	y,m64	2	todo	todo	5	1	AVX
VBROADCASTF128	y,m128	2	todo	todo	5	1	AVX
MOVSH/LDUP	x,x	1	todo	todo	1	1	SSE3
MOVSH/LDUP	x,m128	1	todo	todo	3	0.5	SSE3
VMOVSH/LDUP	y,y	1	todo	todo	1	1	AVX
VMOVSH/LDUP	y,m256	1	todo	todo		1	AVX
UNPCKH/LPS/D	x,x	1	todo	todo	1	1	SSE3
UNPCKH/LPS/D	x,m128	1	todo	todo		1	SSE3
VUNPCKH/LPS/D	y,y,y	1	todo	todo	1	1	AVX
VUNPCKH/LPS/D	y,y,m256	1	todo	todo		1	AVX
EXTRACTPS	r32,x,i	2	todo	todo	2	1	SSE4.1
EXTRACTPS	m32,x,i	3	todo	todo		1	SSE4.1
VEXTRACTF128	x,y,i	1	todo	todo	2	1	AVX
VEXTRACTF128	m128,y,i	2	todo	todo	4	1	AVX
INSERTPS	x,x,i	1	todo	todo	1	1	SSE4.1
INSERTPS	x,m32,i	2	todo	todo		1	SSE4.1
VINSERTF128	y,y,x,i	1	todo	todo	2	1	AVX
VINSERTF128	y,y,m128,i	2	todo	todo	4	1	AVX
VMASKMOVPS/D	x,x,m128	3	todo	todo	4	1	AVX
VMASKMOVPS/D	y,y,m256	3	todo	todo	5	1	AVX
VMASKMOVPS/D	m128,x,x	4	todo	todo		1	AVX
VMASKMOVPS/D	m256,y,y	4	todo	todo		2	AVX

;Conversion			todo	todo			
CVTPD2PS	x,x	2	todo	todo	4	1	
CVTPD2PS	x,m128	2	todo	todo		1	
VCVTPD2PS	x,y	2	todo	todo	4	1	AVX
VCVTPD2PS	x,m256	2	todo	todo		1	AVX
CVTSD2SS	x,x	2	todo	todo	4	1	
